DateID,DepartmentID,Employees,LaborCostPerUnit,UnitsProducedPerEmployee,LaborHoursUtilized,LaborHoursPlanned,OvertimeHours,OvertimeCost
20231015,5,13,6.15,144.66,134.27,160,11.85,349.78
20231015,6,18,6.45,126.91,152.49,160,13.43,416.66
20231015,7,7,8.63,86.25,98.45,160,13.41,453.04
20231015,8,8,12.52,68.92,133.2,160,18.1,710.71
20231015,9,5,14.31,83.88,133.29,160,12.97,528.07
20231015,10,8,6.69,163.17,105.94,160,9.01,338.49
20231016,1,8,7.55,160.35,99.98,160,17.71,843.9
20231016,2,7,9.4,176.86,158.45,160,6.55,226.99
20231016,3,19,12.96,80.54,150.38,160,4.23,145.17
20231016,4,18,5.32,166.9,118.81,160,19.59,552.88
20231016,5,8,12.74,78.06,95.96,160,12.5,276.01
20231016,6,5,7.43,84.83,102.44,160,3.46,108.91
20231016,7,14,6.41,126.22,111.43,160,2.74,72.89
20231016,8,14,12.91,108.76,115.15,160,7.61,282.5
20231016,9,17,7.42,155.53,104.61,160,4.9,125.4
20231016,10,14,7.9,117.98,93.2,160,8.61,325.84
20231017,1,10,9.65,165.96,117.92,160,16.64,671.41
20231017,2,15,10.73,71.19,114.08,160,17.19,844.03
20231017,3,5,6.48,60.36,124.3,160,8.93,408.55
20231017,4,15,11.68,112.88,82.89,160,7.47,186.76
20231017,5,8,9.82,120.47,119.49,160,15.6,748.69
20231017,6,12,13.16,150.15,120.08,160,18.34,714.37
20231017,7,11,11.63,71.18,119.44,160,6.07,201.29
20231017,8,7,13.81,107.78,83.75,160,18.4,813.76
20231017,9,11,12.12,53.47,101.67,160,16.86,827.32
20231017,10,10,11.66,57.56,129.57,160,8.24,272.71
20231018,1,18,6.01,146.14,119.14,160,19.56,543.46
20231018,2,18,7.75,99.36,150.5,160,18.22,825.52
20231018,3,17,5.71,131.67,99.7,160,18.31,386.04
20231018,4,5,11.77,135.08,107.37,160,0.85,34.77
20231018,5,6,14.32,79.77,140.85,160,0.53,17.98
20231018,6,15,13.09,58.02,159.07,160,8.28,200.26
20231018,7,15,6.66,144.74,89.63,160,0.23,5.16
20231018,8,14,13.73,87.41,122.05,160,1.93,77.69
20231018,9,14,14.6,150.64,120.29,160,17.64,599.38
20231018,10,7,6.49,69.08,112.21,160,7.88,216.07
20231019,1,8,8.79,141.24,106.81,160,15.01,611.98
20231019,2,13,6.31,116.58,100.77,160,3.44,93.51
20231019,3,18,10.3,130.19,96.24,160,7.24,213.21
20231019,4,17,13.84,124.49,130.56,160,18.66,408.66
20231019,5,11,5.27,130.04,127.06,160,7.69,254.54
20231019,6,18,5.32,65.17,89.82,160,12.89,520.65
20231019,7,7,9.15,52.74,124.98,160,0.92,31.77
20231019,8,13,10.01,105.15,104.52,160,15.2,359.36
20231019,9,9,8.51,54.99,123.45,160,4.14,106.23
20231019,10,7,9.84,52.69,122.78,160,0.04,1.13
20231020,1,17,6.42,80.16,153.26,160,14.81,678.97
20231020,2,11,14.4,121.63,85.07,160,16.72,435.66
20231020,3,9,11.79,133.21,118.73,160,15.3,672.4
20231020,4,13,13.01,147.13,112.59,160,1.51,75.16
20231020,5,11,8.65,194.26,93.48,160,19.91,474.47
20231020,6,14,5.87,100.84,114.72,160,4.04,95.98
20231020,7,12,13.68,74.95,117.31,160,16.05,496.21
20231020,8,15,11.45,122.28,112.32,160,11.36,262.96
20231020,9,7,9.79,92.26,139.71,160,16.24,725.56
20231020,10,12,5.66,181.74,109.98,160,15.65,330.89
20231021,1,11,10.16,71.82,139.42,160,6.65,182.04
20231021,2,11,6.91,77.34,124.84,160,0.57,25.42
20231021,3,19,14.89,85.36,119.49,160,7.39,209.59
20231021,4,9,7.3,88.07,124.18,160,10.02,202.16
20231021,5,9,8.62,153.91,135.87,160,14.38,501.95
20231021,6,8,13.77,164.28,157.29,160,9.93,453.78
20231021,7,19,11.9,128.87,135.38,160,6.62,180.1
20231021,8,8,7.76,129.6,128.95,160,5.93,212.11
20231021,9,9,13.23,63.25,136.74,160,17.98,365.81
20231021,10,5,12.12,102.71,131.2,160,12.15,323.41
20231022,1,12,11.18,189.94,131.46,160,9.54,262.05
20231022,2,14,7.34,60.08,135.08,160,1.33,27.75
20231022,3,16,8.55,166.5,144.82,160,8.17,194.73
20231022,4,14,5.23,154.32,94.33,160,17.09,345.72
20231022,5,14,11.35,152.45,155.95,160,16.44,420.74
20231022,6,18,11.21,96.41,143.05,160,17.78,375.9
20231022,7,10,8.52,160.91,113.86,160,12.65,343.32
20231022,8,19,9.57,162.15,122.64,160,9.56,204.88
20231022,9,11,7.95,92.11,96.83,160,16.29,747.64
20231022,10,7,9.03,50.92,104.89,160,17.56,605.92
20231023,1,6,8.34,155.19,119.16,160,3.67,92.9
20231023,2,19,5.5,104.33,116.12,160,4.64,114.71
20231023,3,16,5.1,75.44,137.59,160,13.8,368.55
20231023,4,5,14.58,124.98,108.16,160,12.94,372.89
20231023,5,8,13.61,157.28,148.02,160,16.31,767.05
20231023,6,8,8.36,195.62,116.64,160,5.74,248.0
20231023,7,14,14.87,64.3,127.15,160,9.81,253.86
20231023,8,10,8.48,57.28,128.52,160,13.14,549.05
20231023,9,9,6.41,79.27,91.21,160,14.65,445.73
20231023,10,9,9.15,92.58,116.02,160,10.05,264.21
20231024,1,12,11.49,125.28,139.88,160,10.13,331.36
20231024,2,11,6.18,181.7,151.89,160,16.05,693.38
20231024,3,18,7.79,56.75,106.49,160,10.05,268.79
20231024,4,19,12.84,70.17,99.87,160,3.11,64.59
20231024,5,8,13.44,63.82,102.38,160,13.47,478.11
20231024,6,9,14.51,193.63,136.17,160,6.34,228.81
20231024,7,11,11.76,122.0,94.52,160,8.44,395.98
20231024,8,8,14.01,64.12,156.49,160,5.25,190.68
20231024,9,11,12.82,116.61,157.88,160,9.16,311.15
20231024,10,14,13.0,141.0,157.07,160,12.83,361.47
20231025,1,17,9.21,120.69,131.06,160,17.89,428.53
20231025,2,5,5.53,69.93,129.44,160,1.45,52.87
20231025,3,16,7.67,114.8,99.42,160,10.05,229.58
20231025,4,17,8.51,142.98,93.25,160,5.92,278.69
20231025,5,17,12.99,110.05,97.96,160,16.6,467.92
20231025,6,8,6.61,168.5,102.06,160,4.85,176.95
20231025,7,6,12.46,162.09,129.63,160,5.97,153.85
20231025,8,7,6.26,145.41,86.08,160,9.42,466.62
20231025,9,5,12.98,149.13,137.42,160,14.97,325.94
20231025,10,6,12.31,126.24,153.46,160,14.45,654.81
20231026,1,14,9.51,114.36,82.95,160,13.26,414.82
20231026,2,7,5.17,107.28,127.58,160,13.22,340.62
20231026,3,18,5.59,93.42,86.57,160,10.69,455.03
20231026,4,8,13.53,150.32,92.12,160,3.62,128.8
20231026,5,6,14.6,98.28,101.71,160,4.09,124.97
20231026,6,14,10.53,188.11,120.81,160,15.46,558.99
20231026,7,13,9.87,133.09,109.32,160,3.59,95.54
20231026,8,16,12.06,188.83,113.02,160,17.39,804.18
20231026,9,8,11.39,154.9,101.21,160,1.67,55.92
20231026,10,5,8.43,159.44,123.26,160,17.12,366.91
20231027,1,7,13.87,95.16,83.25,160,19.97,842.37
20231027,2,11,11.92,135.15,102.14,160,5.33,201.46
20231027,3,14,14.39,156.24,142.56,160,12.62,405.87
20231027,4,14,11.59,89.98,153.06,160,14.67,514.0
20231027,5,6,7.3,146.37,133.0,160,12.05,370.25
20231027,6,18,5.9,108.86,123.47,160,7.31,275.92
20231027,7,5,8.45,191.18,94.46,160,0.36,11.99
20231027,8,6,12.51,190.69,147.63,160,1.73,60.48
20231027,9,18,8.75,175.65,82.27,160,19.09,657.27
20231027,10,10,12.39,128.04,153.11,160,13.61,425.82
20231028,1,19,6.14,128.39,91.19,160,19.19,603.98
20231028,2,14,9.54,156.98,80.43,160,10.79,290.97
20231028,3,10,6.8,145.23,159.81,160,3.87,105.05
20231028,4,14,11.72,79.8,152.78,160,8.65,200.64
20231028,5,19,9.64,105.32,122.99,160,3.27,87.97
20231028,6,12,11.68,63.16,92.58,160,12.04,334.17
20231028,7,10,14.43,145.23,95.67,160,2.92,119.57
20231028,8,14,14.63,122.74,144.84,160,12.82,420.2
20231028,9,6,10.08,121.64,95.23,160,15.43,374.15
20231028,10,14,10.59,59.11,99.61,160,19.25,811.28
20231029,1,7,14.26,180.77,153.14,160,4.8,100.85
20231029,2,12,10.32,67.02,126.66,160,5.81,122.93
20231029,3,19,12.78,123.35,108.56,160,3.01,114.36
20231029,4,6,5.49,165.93,122.28,160,16.17,485.28
20231029,5,19,14.63,137.56,98.35,160,12.54,482.35
20231029,6,14,8.71,197.48,115.16,160,1.47,40.79
20231029,7,7,10.54,180.34,136.52,160,12.08,347.65
20231029,8,10,7.54,53.42,90.57,160,7.05,153.9
20231029,9,7,7.43,199.12,98.61,160,0.31,10.47
20231029,10,10,13.65,149.96,124.25,160,0.84,24.42
20231030,1,8,12.26,115.01,131.15,160,9.93,465.32
20231030,2,7,9.1,105.16,89.2,160,5.93,229.33
20231030,3,7,12.24,180.55,105.61,160,10.06,263.7
20231030,4,14,11.74,124.98,139.11,160,2.25,63.21
20231030,5,17,11.29,96.96,113.73,160,12.77,367.36
20231030,6,13,12.29,73.71,99.93,160,7.08,236.56
20231030,7,5,8.25,181.8,95.39,160,12.39,497.47
20231030,8,15,11.14,100.59,143.35,160,14.66,529.71
20231030,9,8,13.77,71.72,87.44,160,13.5,539.65
20231030,10,14,6.51,83.7,148.15,160,14.68,405.23
20231031,1,19,6.61,149.31,81.22,160,10.78,518.17
20231031,2,5,12.83,164.87,83.98,160,4.63,95.18
20231031,3,11,9.15,160.82,89.18,160,10.61,429.76
20231031,4,7,11.12,52.18,111.88,160,1.93,56.28
20231031,5,7,10.43,102.62,145.81,160,8.02,392.86
20231031,6,18,8.08,76.63,157.33,160,19.82,768.24
20231031,7,16,13.24,56.26,98.37,160,17.3,771.76
20231031,8,16,8.5,114.17,116.3,160,5.53,257.24
20231031,9,17,5.75,111.01,101.06,160,9.57,450.27
20231031,10,17,5.89,91.21,124.62,160,9.19,306.24
20231101,1,18,7.69,86.77,104.63,160,2.39,48.11
20231101,2,6,14.51,135.27,127.19,160,0.47,15.93
20231101,3,16,12.76,59.92,144.84,160,12.86,623.75
20231101,4,6,9.1,77.65,90.99,160,18.34,847.11
20231101,5,5,10.16,165.64,87.15,160,13.54,470.09
20231101,6,19,14.57,115.49,143.82,160,1.29,57.61
20231101,7,9,8.02,96.07,133.67,160,3.36,128.06
20231101,8,11,14.15,78.56,99.4,160,5.05,189.84
20231101,9,15,11.86,140.03,83.01,160,9.38,458.78
20231101,10,16,10.27,181.75,133.49,160,19.02,401.65
20231102,1,19,7.49,162.76,145.83,160,11.69,237.35
20231102,2,12,12.85,66.72,141.38,160,13.03,538.23
20231102,3,10,9.4,181.99,117.71,160,2.83,97.13
20231102,4,12,11.53,185.1,124.48,160,8.6,313.16
20231102,5,9,14.78,191.23,139.35,160,11.17,532.09
20231102,6,15,12.2,173.41,80.43,160,15.51,357.45
20231102,7,6,8.07,191.6,116.62,160,6.15,132.95
20231102,8,16,5.04,184.35,148.13,160,19.42,607.9
20231102,9,14,12.08,88.29,145.33,160,12.75,426.79
20231102,10,18,5.18,85.42,115.85,160,1.28,42.51
20231103,1,6,14.42,57.63,90.39,160,10.37,438.02
20231103,2,16,7.8,124.53,153.66,160,10.87,250.74
20231103,3,5,10.47,189.61,146.89,160,10.73,267.91
20231103,4,17,5.34,147.74,129.58,160,16.79,803.95
20231103,5,15,10.61,142.35,134.79,160,18.75,598.97
20231103,6,13,11.76,112.54,88.93,160,1.79,45.12
20231103,7,9,11.28,160.57,132.43,160,6.59,167.14
20231103,8,7,7.41,65.0,141.57,160,9.71,226.53
20231103,9,6,13.39,173.8,92.19,160,8.82,256.45
20231103,10,6,9.98,122.93,115.45,160,4.84,195.34
20231104,1,13,14.6,61.66,131.33,160,19.9,962.86
20231104,2,9,10.21,180.74,127.84,160,12.26,383.81
20231104,3,12,7.79,187.39,97.77,160,4.84,233.36
20231104,4,18,13.35,160.57,93.97,160,10.57,454.91
20231104,5,5,9.91,152.3,118.46,160,15.55,328.36
20231104,6,10,5.93,93.63,147.59,160,2.69,90.56
20231104,7,19,10.34,70.32,115.64,160,15.01,583.06
20231104,8,10,9.66,91.28,140.79,160,16.95,464.52
20231104,9,19,5.25,81.41,151.79,160,8.48,307.78
20231104,10,18,14.49,124.25,101.71,160,18.57,846.11
20231105,1,18,14.88,178.75,138.62,160,6.41,311.0
20231105,2,11,13.54,184.56,137.38,160,1.84,61.54
20231105,3,16,12.12,109.63,81.14,160,3.77,102.48
20231105,4,16,8.13,104.3,146.18,160,9.2,342.19
20231105,5,16,12.94,189.52,152.98,160,18.26,500.92
20231105,6,14,7.67,89.97,98.92,160,14.36,536.4
20231105,7,18,11.59,143.89,94.98,160,4.29,159.69
20231105,8,16,6.03,114.3,114.97,160,1.22,53.51
20231105,9,18,7.61,120.02,124.52,160,6.01,168.74
20231105,10,16,10.61,53.51,84.49,160,15.94,563.06
20231106,1,11,13.72,79.92,103.16,160,9.79,373.47
20231106,2,12,9.23,171.99,115.71,160,8.41,255.39
20231106,3,16,7.54,118.45,140.9,160,9.76,197.0
20231106,4,5,11.79,84.31,93.64,160,0.46,11.66
20231106,5,7,10.81,69.19,146.03,160,14.06,669.86
20231106,6,10,13.83,90.69,99.46,160,11.44,348.46
20231106,7,5,14.83,185.72,101.78,160,14.98,378.33
20231106,8,9,5.69,63.31,153.15,160,3.73,127.0
20231106,9,7,11.79,67.17,109.94,160,14.95,300.72
20231106,10,9,7.57,63.55,120.86,160,0.53,25.59
20231107,1,17,7.35,161.37,117.48,160,16.75,442.84
20231107,2,8,13.09,135.98,158.37,160,16.09,531.98
20231107,3,7,6.4,141.67,150.78,160,1.3,50.37
20231107,4,9,14.27,102.56,102.49,160,17.96,403.68
20231107,5,16,14.4,151.4,151.41,160,12.51,441.44
20231107,6,14,12.08,118.38,132.93,160,3.48,129.6
20231107,7,14,13.64,53.5,132.21,160,12.55,491.46
20231107,8,10,11.03,79.58,121.63,160,10.83,400.23
20231107,9,9,14.26,61.19,141.71,160,18.85,907.92
20231107,10,6,13.21,189.65,124.19,160,16.1,730.77
20231108,1,19,8.99,198.47,87.1,160,3.36,87.17
20231108,2,19,12.13,66.84,108.22,160,10.58,351.48
20231108,3,19,6.09,73.07,136.56,160,15.51,566.87
20231108,4,13,5.46,120.44,119.51,160,18.06,436.67
20231108,5,16,8.45,90.47,137.57,160,19.44,725.4
20231108,6,5,9.91,160.96,156.06,160,17.02,629.66
20231108,7,5,10.22,186.17,143.17,160,7.07,267.31
20231108,8,14,13.83,146.09,123.25,160,4.62,177.52
20231108,9,15,13.81,85.5,144.25,160,0.59,25.56
20231108,10,18,5.04,157.58,93.36,160,14.62,526.61
20231109,1,5,7.52,193.53,101.53,160,6.54,313.46
20231109,2,5,6.94,194.09,109.44,160,4.71,142.3
20231109,3,18,13.48,85.42,159.5,160,9.21,343.93
20231109,4,15,11.1,121.16,143.09,160,6.74,265.79
20231109,5,11,8.18,178.6,129.69,160,5.29,133.91
20231109,6,9,14.25,124.38,125.78,160,10.63,236.57
20231109,7,17,10.89,123.07,122.92,160,6.5,301.51
20231109,8,14,12.88,192.07,123.48,160,3.98,102.47
20231109,9,13,9.27,181.48,154.82,160,11.74,472.26
20231109,10,8,13.74,51.34,80.66,160,18.8,437.35
20231110,1,18,11.94,128.19,87.71,160,6.34,221.93
20231110,2,19,10.35,89.03,123.2,160,18.74,420.0
20231110,3,8,5.9,189.45,153.14,160,9.39,230.63
20231110,4,6,6.72,145.6,126.7,160,4.79,97.9
20231110,5,5,8.55,97.26,111.86,160,5.68,235.12
20231110,6,18,5.48,128.43,114.67,160,7.49,279.44
20231110,7,11,7.3,168.72,85.26,160,12.98,320.54
20231110,8,8,11.04,123.09,123.01,160,11.43,270.12
20231110,9,10,5.59,117.64,141.64,160,7.39,254.28
20231110,10,12,5.48,171.65,133.88,160,5.38,216.58
20231111,1,14,6.19,60.07,146.45,160,12.77,541.69
20231111,2,5,5.91,89.92,122.45,160,8.88,361.12
20231111,3,18,10.89,90.88,101.64,160,18.83,617.78
20231111,4,5,6.56,107.66,111.88,160,18.35,794.9
20231111,5,12,5.56,101.95,105.59,160,2.67,63.14
20231111,6,16,5.02,92.56,143.02,160,3.7,137.07
20231111,7,6,7.43,189.21,119.2,160,18.68,880.19
20231111,8,16,6.69,71.46,142.72,160,7.18,153.6
20231111,9,6,5.54,50.1,126.2,160,3.15,112.13
20231111,10,10,9.08,94.62,84.89,160,3.97,152.39
20231112,1,13,5.27,125.58,106.27,160,2.76,115.51
20231112,2,9,12.32,96.16,121.54,160,10.12,397.04
20231112,3,11,14.75,123.02,113.98,160,5.64,228.36
20231112,4,6,11.56,116.13,129.32,160,13.86,654.45
20231112,5,18,6.02,98.94,130.4,160,8.36,255.48
20231112,6,10,7.73,195.15,158.87,160,10.23,464.13
20231112,7,9,12.28,79.36,136.83,160,7.02,239.72
20231112,8,17,12.64,76.89,124.02,160,13.8,526.23
20231112,9,12,9.52,88.8,80.51,160,11.84,491.88
20231112,10,12,5.24,150.0,134.38,160,14.55,294.24
20231113,1,10,7.06,99.38,90.49,160,4.18,192.66
20231113,2,6,9.0,169.96,129.63,160,6.92,313.82
20231113,3,16,8.12,146.65,109.62,160,3.42,134.28
20231113,4,6,5.37,165.48,131.84,160,4.79,137.32
20231113,5,14,11.31,180.63,99.24,160,13.26,467.1
20231113,6,8,7.76,168.83,156.84,160,16.44,790.61
20231113,7,6,13.69,149.94,120.14,160,4.02,104.35
20231113,8,9,6.67,170.84,90.64,160,2.68,129.16
20231113,9,17,11.18,70.01,110.47,160,6.56,290.2
20231113,10,7,9.91,158.47,143.41,160,8.27,210.19
20231114,1,11,7.09,75.54,147.66,160,19.4,730.12
20231114,2,17,12.24,168.35,145.92,160,1.38,43.38
20231114,3,14,12.48,103.5,125.77,160,0.32,12.18
20231114,4,11,5.78,73.2,141.6,160,1.41,51.87
20231114,5,18,12.7,131.43,133.49,160,18.26,474.13
20231114,6,6,14.86,51.34,130.63,160,8.97,281.63
20231114,7,13,11.35,95.57,119.99,160,5.8,274.69
20231114,8,15,12.75,126.11,127.18,160,12.46,286.14
20231114,9,15,14.43,117.05,86.39,160,7.27,273.55
20231114,10,9,11.25,94.94,111.57,160,1.34,44.25
20231115,1,15,5.2,166.27,105.89,160,15.02,334.56
20231115,2,7,13.56,69.96,157.09,160,13.69,550.05
20231115,3,7,13.04,71.89,105.57,160,5.32,135.42
20231115,4,6,13.58,54.27,101.84,160,7.67,196.16
20231115,5,6,11.78,192.15,155.57,160,12.84,305.14
20231115,6,5,11.05,125.5,144.79,160,7.15,346.6
20231115,7,19,7.49,107.93,100.46,160,1.96,80.5
20231115,8,13,12.62,193.86,85.82,160,5.25,136.14
20231115,9,14,11.58,87.3,88.15,160,18.74,930.68
20231115,10,8,6.39,170.11,103.52,160,8.34,223.33
20231116,1,19,10.99,69.33,107.04,160,13.68,573.75
20231116,2,19,10.6,104.35,152.64,160,3.28,99.11
20231116,3,9,6.23,81.05,84.23,160,4.99,207.46
20231116,4,7,5.48,94.68,81.01,160,4.78,134.42
20231116,5,14,10.58,76.92,80.8,160,6.9,207.92
20231116,6,17,10.56,137.6,135.37,160,3.23,90.26
20231116,7,8,14.24,124.95,105.76,160,6.65,141.12
20231116,8,15,10.54,118.49,143.22,160,11.63,313.64
20231116,9,8,8.37,133.82,152.54,160,7.07,200.35
20231116,10,5,8.31,85.82,128.97,160,17.85,650.5
20231117,1,8,7.2,197.8,140.12,160,15.35,362.32
20231117,2,13,12.69,88.34,132.81,160,10.51,338.55
20231117,3,8,6.89,58.71,136.5,160,14.18,498.54
20231117,4,12,9.15,107.5,104.62,160,5.83,281.71
20231117,5,13,14.2,199.77,113.95,160,19.23,479.09
20231117,6,16,7.7,169.04,133.11,160,12.81,589.99
20231117,7,16,10.62,189.56,108.06,160,14.53,410.77
20231117,8,14,13.26,63.89,88.8,160,4.25,148.28
20231117,9,18,11.88,114.53,112.2,160,14.98,704.73
20231117,10,8,11.95,53.38,89.82,160,2.0,79.62
20231118,1,16,5.98,151.05,136.93,160,7.17,292.2
20231118,2,14,10.84,194.77,101.25,160,5.28,210.09
20231118,3,17,8.7,124.77,127.34,160,7.65,209.49
20231118,4,16,12.71,54.87,144.14,160,5.12,242.31
20231118,5,12,9.65,78.76,149.23,160,11.59,441.17
20231118,6,10,7.14,197.05,147.2,160,16.29,744.75
20231118,7,12,12.49,68.29,106.97,160,2.43,53.4
20231118,8,6,7.24,158.67,128.68,160,4.83,219.62
20231118,9,9,14.97,50.8,133.99,160,9.56,415.37
20231118,10,8,8.62,139.15,107.34,160,8.11,250.73
20231119,1,14,6.5,58.8,109.53,160,16.29,514.46
20231119,2,14,5.23,78.95,122.53,160,17.95,788.15
20231119,3,18,5.79,185.96,92.12,160,3.98,102.62
20231119,4,15,11.91,66.54,130.41,160,10.23,388.97
20231119,5,8,6.56,50.8,127.43,160,7.0,306.84
20231119,6,13,7.19,147.86,111.36,160,18.61,625.61
20231119,7,14,9.46,170.13,80.98,160,8.83,415.04
20231119,8,8,7.15,119.61,95.76,160,9.97,453.71
20231119,9,13,11.52,129.9,154.32,160,11.68,455.73
20231119,10,10,11.04,75.18,157.49,160,7.12,187.73
20231120,1,7,7.89,100.21,89.06,160,14.0,462.88
20231120,2,12,7.4,135.3,134.66,160,7.24,300.05
20231120,3,13,10.97,181.86,148.8,160,11.7,557.25
20231120,4,14,7.1,101.77,137.31,160,14.43,317.94
20231120,5,7,12.95,178.15,94.47,160,8.4,261.78
20231120,6,9,5.16,61.46,110.18,160,4.9,196.9
20231120,7,12,14.97,126.56,135.38,160,10.23,241.85
20231120,8,10,12.79,176.86,89.13,160,11.95,346.36
20231120,9,12,11.34,155.55,124.23,160,6.72,214.25
20231120,10,7,12.27,112.66,93.16,160,11.99,373.05
20231121,1,6,14.28,126.14,86.97,160,8.88,413.9
20231121,2,19,12.69,104.44,151.76,160,1.08,47.02
20231121,3,16,11.8,102.45,113.99,160,13.03,368.13
20231121,4,17,6.02,125.89,143.96,160,9.98,257.59
20231121,5,13,5.33,150.65,143.91,160,2.17,45.49
20231121,6,14,11.76,139.22,122.93,160,7.98,372.56
20231121,7,12,12.45,105.71,127.83,160,11.29,376.58
20231121,8,9,14.77,91.99,157.71,160,0.21,9.53
20231121,9,18,7.59,148.19,93.6,160,10.32,459.01
20231121,10,19,6.78,102.74,141.08,160,5.45,224.93
20231122,1,5,13.8,166.14,92.15,160,6.27,239.31
