DateID,ProductID,TotalUnitsProduced,DefectRatePercent,FirstPassYieldPercent,CostOfPoorQuality,ReturnsRatePercent,Soldering_Defects,Component_Misalignment,PCB_Damage,Overheating_Issues,Connectivity_Problems,Power_Supply_Issues,Short_Circuits,Software_Glitches,Cosmetic_Defects,Functional_Failures
20231010,9,1155,0.95,99.05,67.29,0.38,2,0,2,1,3,0,0,0,2,1
20231010,10,883,2.49,97.51,306.77,1.38,6,4,3,0,1,4,1,0,2,1
20231010,11,846,2.36,97.64,108.43,0.61,4,2,4,2,1,2,2,0,2,1
20231010,12,983,0.1,99.9,11.74,1.0,0,0,1,0,0,0,0,0,0,0
20231010,13,1065,0.47,99.53,71.64,1.2,1,1,0,1,2,0,0,0,0,0
20231010,14,1075,2.88,97.12,441.29,1.58,13,3,4,3,1,2,1,2,1,1
20231010,15,876,2.85,97.15,267.35,0.91,9,5,1,1,2,3,1,2,1,0
20231010,16,1111,4.95,95.05,376.38,0.57,8,6,9,8,5,9,2,3,3,2
20231010,17,1170,0.6,99.4,61.59,0.49,4,0,0,0,1,1,0,1,0,0
20231010,18,978,1.64,98.36,232.54,1.64,4,4,3,1,2,0,0,0,0,2
20231010,19,1156,1.64,98.36,244.24,1.98,4,2,1,3,2,2,0,1,2,2
20231010,20,1013,0.99,99.01,135.36,1.26,3,3,1,2,0,1,0,0,0,0
20231011,1,1116,2.87,97.13,197.37,0.73,8,3,2,4,6,1,2,3,0,3
20231011,2,1162,2.41,97.59,248.86,1.76,5,2,4,4,4,3,3,2,1,0
20231011,3,1199,2.75,97.25,386.57,0.62,7,3,5,2,3,4,3,4,1,1
20231011,4,970,3.4,96.6,379.86,0.0,7,5,3,5,5,5,0,1,1,1
20231011,5,980,4.18,95.82,550.03,0.51,9,7,4,3,1,7,6,3,1,0
20231011,6,1054,0.66,99.34,77.44,1.1,0,0,2,2,2,0,0,0,0,1
20231011,7,878,4.56,95.44,275.72,1.62,8,6,4,3,4,8,3,2,0,2
20231011,8,1165,2.06,97.94,281.1,0.86,6,2,2,4,4,5,1,0,0,0
20231011,9,1175,1.7,98.3,248.83,1.55,5,2,4,2,2,2,0,2,1,0
20231011,10,913,0.44,99.56,53.73,0.39,0,0,0,0,0,0,1,1,2,0
20231011,11,855,0.82,99.18,69.24,0.32,4,0,0,1,1,0,0,0,0,1
20231011,12,873,0.57,99.43,51.21,0.33,2,1,0,0,0,1,0,0,1,0
20231011,13,826,4.84,95.16,401.23,1.88,9,8,5,2,4,5,0,3,1,3
20231011,14,996,2.41,97.59,246.59,0.96,1,3,4,3,3,5,1,1,2,1
20231011,15,1085,1.29,98.71,192.37,0.78,6,1,1,2,0,2,0,1,1,0
20231011,16,946,4.23,95.77,494.55,0.09,8,7,2,1,3,5,1,5,3,5
20231011,17,1050,0.19,99.81,14.43,0.53,1,0,0,0,0,0,0,0,0,1
20231011,18,889,1.35,98.65,130.28,0.01,3,0,1,2,0,2,1,1,0,2
20231011,19,976,3.07,96.93,446.06,0.71,7,7,1,2,4,2,2,5,0,0
20231011,20,958,0.21,99.79,24.67,0.78,1,0,0,0,0,1,0,0,0,0
20231012,1,1127,1.42,98.58,224.07,1.27,4,4,1,1,1,2,0,0,3,0
20231012,2,1131,2.56,97.44,336.16,1.75,11,4,2,4,2,1,1,1,3,0
20231012,3,1191,2.43,97.57,203.67,1.09,6,6,1,3,5,3,2,0,2,1
20231012,4,1186,1.69,98.31,172.03,0.7,5,1,2,3,2,2,1,3,1,0
20231012,5,1122,4.63,95.37,708.48,0.78,9,7,4,5,7,6,2,6,4,2
20231012,6,1047,0.1,99.9,14.86,1.63,0,0,0,1,0,0,0,0,0,0
20231012,7,979,0.41,99.59,44.47,1.35,1,1,1,0,0,0,0,0,1,0
20231012,8,1147,4.97,95.03,397.76,1.62,14,8,7,5,10,5,2,4,2,0
20231012,9,1091,3.02,96.98,247.2,1.05,11,4,3,3,3,5,0,2,1,1
20231012,10,871,4.82,95.18,515.89,1.73,11,7,2,4,6,3,2,3,2,2
20231012,11,1199,2.67,97.33,292.56,1.25,9,6,3,2,4,5,0,1,1,1
20231012,12,978,2.04,97.96,198.11,0.23,4,3,3,2,0,2,1,2,2,1
20231012,13,803,3.11,96.89,298.66,0.75,9,2,1,1,5,2,1,0,3,1
20231012,14,922,0.54,99.46,40.16,1.54,1,0,1,2,0,0,0,1,0,0
20231012,15,1078,0.0,100.0,0.0,0.36,0,0,0,0,0,0,0,0,0,0
20231012,16,1073,1.4,98.6,112.82,0.87,3,1,2,1,2,1,2,1,1,1
20231012,17,1090,1.74,98.26,254.16,1.89,5,6,3,1,0,2,0,1,0,1
20231012,18,880,4.09,95.91,382.63,1.34,9,6,2,6,3,2,3,1,1,3
20231012,19,1093,3.93,96.07,478.45,1.29,12,6,4,3,3,6,1,4,1,3
20231012,20,1138,2.55,97.45,353.85,1.74,14,2,4,1,1,1,2,2,1,1
20231013,1,1133,4.94,95.06,796.4,1.33,12,7,5,4,6,6,9,3,3,1
20231013,2,1052,3.9,96.1,470.32,0.7,5,4,2,4,8,8,2,1,3,4
20231013,3,910,4.29,95.71,424.08,0.07,7,12,0,4,3,5,0,4,1,3
20231013,4,1184,2.28,97.72,257.25,0.45,4,9,0,2,2,4,0,3,1,2
20231013,5,896,1.34,98.66,126.35,0.55,2,1,0,2,1,1,1,1,1,2
20231013,6,1000,0.1,99.9,5.99,0.51,0,1,0,0,0,0,0,0,0,0
20231013,7,804,0.0,100.0,0.0,1.44,0,0,0,0,0,0,0,0,0,0
20231013,8,823,1.7,98.3,121.39,0.12,3,4,1,0,1,1,2,1,1,0
20231013,9,979,1.53,98.47,120.28,1.77,3,1,0,1,3,1,1,3,1,1
20231013,10,905,3.87,96.13,282.37,1.05,11,4,8,1,5,4,0,1,1,0
20231013,11,1194,4.1,95.9,628.52,0.46,8,12,6,6,2,3,5,1,3,3
20231013,12,877,2.39,97.61,173.59,0.56,6,5,1,2,2,3,0,0,0,2
20231013,13,923,0.65,99.35,64.59,0.29,2,0,1,1,0,0,1,1,0,0
20231013,14,827,4.72,95.28,428.53,1.17,8,8,4,3,3,2,2,2,4,3
20231013,15,944,1.91,98.09,154.68,0.52,8,1,1,2,2,0,2,1,1,0
20231013,16,965,2.9,97.1,317.76,0.86,6,9,3,3,4,0,0,2,1,0
20231013,17,1002,0.1,99.9,14.92,1.29,0,1,0,0,0,0,0,0,0,0
20231013,18,875,3.66,96.34,427.53,1.23,8,3,3,4,1,4,3,1,1,4
20231013,19,1004,3.98,96.02,226.77,0.32,11,5,3,2,7,4,2,3,0,3
20231013,20,1030,3.79,96.21,363.89,0.18,11,6,2,2,3,8,2,2,1,2
20231014,1,1028,4.09,95.91,482.02,0.6,9,8,4,3,4,5,4,3,1,1
20231014,2,1131,2.12,97.88,266.9,0.07,3,4,4,5,3,2,0,0,0,3
20231014,3,911,2.41,97.59,284.17,1.04,2,8,1,3,1,2,1,2,2,0
20231014,4,1126,4.71,95.29,769.33,0.44,14,8,3,1,6,6,4,5,3,3
20231014,5,849,1.77,98.23,204.92,0.02,4,4,2,1,2,1,1,0,0,0
20231014,6,1013,2.67,97.33,187.77,1.27,9,2,1,1,5,2,2,2,2,1
20231014,7,1027,0.19,99.81,10.54,0.1,2,0,0,0,0,0,0,0,0,0
20231014,8,938,1.92,98.08,114.08,0.91,3,3,0,1,3,1,2,2,2,1
20231014,9,812,0.86,99.14,69.71,0.21,3,0,1,2,0,1,0,0,0,0
20231014,10,825,2.55,97.45,213.11,0.96,2,2,5,3,3,2,1,0,3,0
20231014,11,1159,2.67,97.33,394.24,0.6,9,3,3,0,1,4,3,3,4,1
20231014,12,952,1.26,98.74,116.89,0.76,3,3,1,0,1,1,2,0,1,0
20231014,13,966,1.24,98.76,126.7,1.02,4,0,1,0,1,2,1,1,1,1
20231014,14,1099,2.46,97.54,238.63,1.98,6,2,5,5,3,2,1,1,0,2
20231014,15,970,1.34,98.66,70.33,0.31,3,3,1,1,2,1,1,0,1,0
20231014,16,846,1.89,98.11,226.89,0.48,6,1,2,0,4,1,0,1,1,0
20231014,17,870,4.6,95.4,222.47,1.5,10,7,4,4,6,5,2,1,1,0
20231014,18,986,1.93,98.07,283.47,1.3,4,4,3,3,1,1,2,0,1,0
20231014,19,826,4.12,95.88,357.84,1.34,9,3,2,5,0,6,1,6,0,2
20231014,20,929,4.41,95.59,206.78,0.53,10,10,3,2,4,5,2,2,1,2
20231015,1,801,4.0,96.0,160.13,0.55,10,3,1,3,5,2,2,1,3,2
20231015,2,825,4.61,95.39,379.45,1.16,12,3,4,2,5,2,1,2,3,4
20231015,3,981,1.43,98.57,172.52,1.92,1,2,0,1,1,2,3,2,1,1
20231015,4,860,1.86,98.14,228.43,0.6,2,2,1,1,3,2,1,3,0,1
20231015,5,1132,3.71,96.29,315.2,0.08,10,7,4,3,6,4,0,3,3,2
20231015,6,961,1.66,98.34,236.27,0.81,5,2,0,1,1,4,2,0,0,1
20231015,7,1034,2.13,97.87,244.34,0.0,3,5,2,3,2,1,0,4,2,0
20231015,8,953,2.2,97.8,136.16,1.04,5,3,4,0,3,1,1,2,1,1
20231015,9,1081,1.57,98.43,122.97,0.94,4,1,3,1,2,2,1,1,2,0
20231015,10,821,1.34,98.66,87.43,1.27,3,0,1,1,0,2,1,1,1,1
20231015,11,1030,0.68,99.32,37.08,1.18,2,3,1,0,0,1,0,0,0,0
20231015,12,1037,0.1,99.9,7.86,0.95,0,0,0,0,1,0,0,0,0,0
20231015,13,829,4.1,95.9,299.72,0.95,6,1,4,8,3,1,3,1,4,3
20231015,14,1104,3.26,96.74,331.39,0.37,6,7,3,5,5,2,4,0,3,1
20231015,15,844,1.9,98.1,230.28,0.58,7,2,1,2,1,0,1,1,1,0
20231015,16,878,3.42,96.58,242.64,0.1,4,6,3,2,4,2,2,2,3,2
20231015,17,997,0.7,99.3,88.87,1.96,1,1,1,1,1,0,1,1,0,0
20231015,18,1035,1.06,98.94,69.24,0.25,2,2,0,0,1,1,1,3,0,1
20231015,19,1108,2.35,97.65,213.06,0.58,8,2,1,4,2,6,1,0,2,0
20231015,20,871,4.82,95.18,551.42,0.7,13,4,4,1,7,4,1,3,3,2
20231016,1,1007,3.28,96.72,180.36,0.19,9,4,3,2,2,3,4,3,1,2
20231016,2,1191,3.02,96.98,343.15,1.52,11,4,2,3,2,4,3,2,1,4
20231016,3,875,3.09,96.91,284.07,0.87,4,4,3,2,1,3,2,1,4,3
20231016,4,961,4.79,95.21,231.05,0.35,13,13,5,3,4,3,1,1,1,2
20231016,5,1122,2.76,97.24,417.66,0.11,12,1,3,5,3,2,2,1,0,2
20231016,6,847,1.89,98.11,182.99,0.17,2,3,2,6,0,2,0,1,0,0
20231016,7,1045,2.87,97.13,340.08,0.76,6,4,5,6,2,2,1,2,2,0
20231016,8,916,1.75,98.25,190.81,1.18,3,2,2,0,4,1,1,0,0,3
20231016,9,1140,0.53,99.47,64.76,0.72,0,3,0,2,0,1,0,0,0,0
20231016,10,1079,2.13,97.87,283.26,1.86,6,1,3,3,3,5,0,0,1,1
20231016,11,826,1.94,98.06,172.69,0.37,5,2,2,1,4,0,1,0,1,0
20231016,12,1154,3.55,96.45,218.73,1.39,16,8,3,4,1,4,1,1,2,1
20231016,13,800,5.0,95.0,212.84,0.4,10,9,5,1,4,3,1,4,0,3
20231016,14,1145,4.98,95.02,338.83,0.52,9,11,6,6,4,7,3,3,3,5
20231016,15,882,0.45,99.55,56.66,1.64,1,2,1,0,0,0,0,0,0,0
20231016,16,941,3.72,96.28,401.66,1.64,12,5,2,3,3,5,0,0,3,2
20231016,17,1080,0.83,99.17,119.24,1.38,1,1,1,2,0,0,0,1,1,2
20231016,18,969,0.21,99.79,10.41,0.15,0,0,0,0,0,1,0,0,0,1
20231016,19,944,0.0,100.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0
20231016,20,867,4.73,95.27,614.58,0.93,16,3,2,4,5,4,2,2,2,1
20231017,1,857,4.08,95.92,256.44,0.21,10,6,4,5,5,1,1,2,0,1
20231017,2,977,0.82,99.18,57.19,1.44,3,0,1,2,0,0,1,1,0,0
20231017,3,1180,2.97,97.03,247.25,1.75,7,8,3,4,2,5,1,1,2,2
20231017,4,828,4.71,95.29,509.93,1.71,11,4,4,7,6,0,1,3,2,1
20231017,5,865,2.77,97.23,185.68,1.69,5,2,5,2,2,4,0,1,2,1
20231017,6,1113,4.58,95.42,455.42,1.54,13,5,10,5,4,7,1,2,3,1
20231017,7,969,1.03,98.97,134.36,0.07,3,1,0,0,1,2,1,1,0,1
20231017,8,1065,1.22,98.78,189.98,1.94,1,4,1,1,1,2,2,0,0,1
20231017,9,980,1.73,98.27,109.73,0.6,5,2,2,2,1,4,0,0,1,0
20231017,10,876,3.42,96.58,292.32,0.03,9,6,1,0,3,4,2,1,1,3
20231017,11,1142,2.89,97.11,194.7,0.73,6,6,2,3,4,6,2,0,4,0
20231017,12,1004,1.49,98.51,217.36,1.41,4,1,0,1,2,2,0,1,2,2
20231017,13,1140,5.0,95.0,519.7,0.35,13,6,5,6,8,10,3,1,4,1
20231017,14,1181,4.57,95.43,433.34,0.38,14,10,4,3,3,4,7,5,4,0
20231017,15,816,1.47,98.53,121.74,1.19,2,4,0,1,3,1,0,0,0,1
20231017,16,1050,2.67,97.33,153.6,1.96,8,1,2,4,1,8,2,1,0,1
20231017,17,935,4.39,95.61,250.7,0.09,13,4,3,5,7,0,1,4,1,3
20231017,18,1096,0.55,99.45,67.91,1.94,2,2,0,0,0,0,0,1,0,1
20231017,19,989,3.44,96.56,265.61,0.86,8,5,4,5,4,5,1,1,1,0
20231017,20,891,0.9,99.1,84.81,1.91,2,2,0,0,2,0,0,0,2,0
20231018,1,895,0.45,99.55,35.44,1.96,2,0,0,0,0,0,0,0,2,0
20231018,2,943,0.32,99.68,33.72,0.07,0,0,1,1,1,0,0,0,0,0
20231018,3,1054,4.93,95.07,540.32,1.51,17,8,7,5,1,8,3,0,0,3
20231018,4,940,4.04,95.96,399.44,0.62,7,6,3,4,5,6,2,2,2,1
20231018,5,960,0.73,99.27,77.91,0.61,2,3,1,0,0,1,0,0,0,0
20231018,6,1197,1.34,98.66,231.1,1.38,3,5,2,3,0,2,0,0,0,1
20231018,7,1049,0.19,99.81,16.91,1.63,2,0,0,0,0,0,0,0,0,0
20231018,8,855,0.35,99.65,28.87,0.84,2,0,0,0,1,0,0,0,0,0
20231018,9,1026,2.92,97.08,292.24,1.56,10,3,1,4,4,2,2,0,2,2
20231018,10,896,3.79,96.21,210.63,0.8,7,6,4,2,3,6,1,2,3,0
20231018,11,1176,3.4,96.6,256.88,0.97,7,7,6,5,6,2,1,1,2,3
20231018,12,1058,3.31,96.69,332.45,1.15,7,7,6,5,3,1,1,0,3,2
20231018,13,1141,2.89,97.11,383.21,0.56,7,3,2,4,5,4,3,1,2,2
20231018,14,1191,0.84,99.16,58.43,0.47,3,0,2,0,0,1,1,1,1,1
20231018,15,877,0.68,99.32,76.07,1.64,1,1,1,0,0,3,0,0,0,0
20231018,16,1092,1.65,98.35,100.23,0.55,2,4,1,2,1,1,0,3,3,1
20231018,17,995,2.31,97.69,315.71,1.9,5,4,3,0,2,4,1,0,2,2
20231018,18,1010,2.77,97.23,296.36,1.55,6,4,2,2,3,5,1,3,0,2
20231018,19,978,0.61,99.39,56.06,0.29,1,0,2,0,0,2,0,0,0,1
20231018,20,1162,4.13,95.87,341.38,1.43,10,9,1,3,9,5,1,5,4,1
20231019,1,885,3.84,96.16,458.32,0.87,10,6,4,6,3,1,2,0,1,1
20231019,2,827,3.63,96.37,292.49,1.28,5,1,4,2,6,5,2,2,1,2
20231019,3,949,3.27,96.73,189.36,0.37,4,6,5,3,2,4,2,2,1,2
20231019,4,1158,3.97,96.03,517.0,0.59,9,6,4,4,7,7,2,2,4,1
20231019,5,1185,4.89,95.11,325.43,1.25,13,9,12,4,8,3,2,2,3,2
20231019,6,925,4.11,95.89,498.75,1.39,8,5,5,3,4,4,1,3,2,3
20231019,7,821,4.14,95.86,266.71,1.84,8,10,2,3,3,2,2,2,1,1
20231019,8,989,2.02,97.98,163.08,0.74,3,6,2,2,1,3,2,0,1,0
20231019,9,885,3.95,96.05,185.56,0.02,11,9,4,2,3,3,1,2,0,0
20231019,10,1142,0.35,99.65,49.87,1.12,0,1,2,0,0,0,0,0,1,0
20231019,11,1122,0.36,99.64,58.69,0.01,2,0,0,2,0,0,0,0,0,0
20231019,12,1002,3.99,96.01,206.14,1.78,10,4,5,3,3,4,3,1,4,3
20231019,13,859,0.12,99.88,6.59,0.93,0,0,0,0,1,0,0,0,0,0
20231019,14,950,2.95,97.05,406.85,0.38,6,4,6,1,3,5,1,1,0,1
20231019,15,1032,3.59,96.41,262.03,1.2,14,7,5,0,2,5,2,1,1,0
20231019,16,1122,2.94,97.06,323.29,0.24,9,6,6,1,4,3,1,1,2,0
20231019,17,1109,3.16,96.84,485.23,1.08,6,5,3,4,3,3,4,2,2,3
20231019,18,860,4.53,95.47,473.66,1.1,8,6,5,3,5,4,2,3,1,2
20231019,19,1030,3.01,96.99,425.92,1.07,9,7,2,4,2,3,0,0,1,3
20231019,20,1065,3.38,96.62,258.33,1.02,5,5,5,4,1,6,2,0,3,5
20231020,1,911,4.06,95.94,271.0,1.87,10,4,3,2,8,5,0,1,2,2
20231020,2,906,4.42,95.58,294.07,0.28,8,1,7,4,6,4,1,4,2,3
20231020,3,1199,1.17,98.83,75.95,1.68,4,1,2,0,1,3,1,0,0,2
20231020,4,986,3.65,96.35,256.03,0.73,6,4,4,6,3,4,1,2,2,4
20231020,5,1015,1.67,98.33,89.86,1.83,3,1,3,2,1,3,1,1,2,0
20231020,6,1099,3.18,96.82,403.92,1.89,8,8,4,5,3,1,2,0,1,3
20231020,7,856,2.45,97.55,298.28,1.98,7,1,3,3,0,1,2,1,1,2
20231020,8,921,3.04,96.96,216.89,0.36,9,2,1,7,3,3,0,2,0,1
20231020,9,953,1.78,98.22,99.52,1.63,4,2,1,1,4,0,0,1,4,0
20231020,10,1121,4.64,95.36,747.9,0.91,15,8,6,6,5,3,2,2,3,2
20231020,11,1075,3.53,96.47,520.0,1.36,14,2,2,6,4,3,4,2,0,1
20231020,12,1069,1.5,98.5,185.33,1.07,7,0,1,1,2,0,2,1,1,1
20231020,13,1072,1.96,98.04,147.8,0.4,2,4,1,4,1,3,1,2,0,3
20231020,14,1170,3.33,96.67,373.36,0.84,8,4,1,7,9,4,1,0,2,3
20231020,15,1028,3.89,96.11,260.3,0.59,10,3,1,2,4,5,2,3,4,6
20231020,16,1141,3.07,96.93,256.96,0.8,10,9,5,2,2,1,4,1,1,0
20231020,17,1065,0.75,99.25,61.58,1.77,4,0,1,0,1,0,1,0,1,0
20231020,18,1083,2.22,97.78,336.58,0.78,5,4,1,1,3,4,2,1,2,1
20231020,19,1035,2.61,97.39,395.6,0.01,5,4,3,5,4,2,0,2,0,2
20231020,20,1011,3.96,96.04,264.02,1.65,6,6,5,5,6,4,1,4,2,1
20231021,1,1108,4.33,95.67,588.05,0.6,13,6,5,4,6,5,4,2,1,2
20231021,2,994,1.31,98.69,88.35,0.6,3,0,2,1,0,2,1,1,1,2
20231021,3,1124,0.89,99.11,81.9,0.77,2,3,1,1,2,0,0,0,1,0
20231021,4,901,0.0,100.0,0.0,0.21,0,0,0,0,0,0,0,0,0,0
20231021,5,853,0.7,99.3,78.08,0.91,1,0,0,1,3,0,0,0,1,0
20231021,6,833,2.16,97.84,182.76,0.71,3,5,1,2,1,3,0,0,1,2
20231021,7,1136,0.44,99.56,50.46,1.04,1,1,0,1,0,1,0,0,1,0
20231021,8,905,0.77,99.23,38.42,0.25,2,2,1,0,1,1,0,0,0,0
20231021,9,1048,2.67,97.33,199.64,0.54,6,7,1,2,1,2,1,7,0,1
20231021,10,908,3.52,96.48,343.77,1.59,12,4,4,3,4,1,1,1,0,2
20231021,11,906,2.54,97.46,232.05,1.6,4,3,2,6,2,1,1,0,1,3
20231021,12,1159,0.0,100.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0
20231021,13,1135,0.09,99.91,14.23,0.77,0,0,0,0,0,0,0,0,1,0
20231021,14,878,2.28,97.72,149.34,1.35,5,2,0,2,3,1,3,3,0,1
20231021,15,820,2.8,97.2,202.58,1.65,8,2,0,7,1,0,1,0,4,0
20231021,16,998,3.71,96.29,298.8,0.66,8,7,3,5,3,4,0,3,3,1
20231021,17,1114,3.5,96.5,411.88,0.72,12,7,4,2,2,1,1,2,2,6
20231021,18,1161,0.09,99.91,14.18,0.63,0,0,0,0,1,0,0,0,0,0
20231021,19,838,2.27,97.73,270.32,0.96,2,4,2,2,1,3,1,3,0,1
20231021,20,995,4.42,95.58,247.83,0.99,12,6,3,5,4,5,3,2,2,2
20231022,1,1122,2.5,97.5,418.02,1.81,3,4,1,4,4,5,1,2,3,1
20231022,2,857,1.63,98.37,130.76,0.6,4,2,1,1,1,2,2,0,1,0
20231022,3,1079,2.04,97.96,140.91,0.78,9,2,3,1,3,2,1,1,0,0
20231022,4,929,1.4,98.6,84.0,0.21,4,0,2,2,0,2,0,2,0,1
20231022,5,1108,4.69,95.31,424.36,1.53,14,8,7,4,2,6,5,0,2,4
20231022,6,1015,3.25,96.75,428.34,0.83,6,6,1,2,4,4,2,1,3,4
20231022,7,938,3.84,96.16,218.09,1.92,6,3,7,3,3,7,2,2,2,1
