DateID,FinanceAccountID,ProductID,SupplierID,DepartmentID,Amount
20231008,3,4.0,,9.0,556219.56
20231008,3,5.0,,4.0,426860.91
20231008,3,6.0,,2.0,104800.63
20231008,3,7.0,,6.0,865862.16
20231008,3,8.0,,9.0,324000.35
20231008,3,9.0,,5.0,155947.68
20231008,3,10.0,,7.0,568623.24
20231008,3,11.0,,4.0,358779.12
20231008,3,12.0,,5.0,913216.96
20231008,3,13.0,,2.0,577794.82
20231008,3,14.0,,6.0,693552.0
20231008,3,15.0,,6.0,604379.72
20231008,3,16.0,,10.0,433996.76
20231008,3,17.0,,5.0,64478.0
20231008,3,18.0,,6.0,938474.37
20231008,3,19.0,,7.0,470436.48
20231008,3,20.0,,2.0,434460.6
20231008,4,,,,23344.52
20231008,5,,,6.0,21188.26
20231008,6,,,,5032.97
20231008,7,,,,8545.63
20231008,8,1.0,,3.0,529467.73
20231008,8,2.0,,9.0,45764.97
20231008,8,3.0,,5.0,75649.32
20231008,8,4.0,,2.0,595165.9
20231008,8,5.0,,1.0,459531.03
20231008,8,6.0,,4.0,93481.03
20231008,8,7.0,,9.0,1022848.43
20231008,8,8.0,,10.0,245914.91
20231008,8,9.0,,2.0,161390.88
20231008,8,10.0,,2.0,691017.48
20231008,8,11.0,,3.0,371179.32
20231008,8,12.0,,9.0,975213.37
20231008,8,13.0,,7.0,480591.08
20231008,8,14.0,,4.0,961436.46
20231008,8,15.0,,5.0,777059.64
20231008,8,16.0,,2.0,564960.54
20231008,8,17.0,,5.0,60722.0
20231008,8,18.0,,6.0,962101.62
20231008,8,19.0,,4.0,561715.2
20231008,8,20.0,,10.0,357889.0
20231008,9,,13.0,,21782.82
20231008,10,1.0,,9.0,684079.88
20231008,10,2.0,,1.0,57333.81
20231008,10,3.0,,5.0,60188.67
20231008,10,4.0,,5.0,539214.82
20231008,10,5.0,,7.0,360660.93
20231008,10,6.0,,9.0,75652.66
20231008,10,7.0,,1.0,842460.48
20231008,10,8.0,,10.0,229375.98
20231008,10,9.0,,6.0,156355.92
20231008,10,10.0,,3.0,610058.79
20231008,10,11.0,,5.0,379859.46
20231008,10,12.0,,9.0,816778.1
20231008,10,13.0,,5.0,584209.28
20231008,10,14.0,,10.0,967505.04
20231008,10,15.0,,7.0,710215.8
20231008,10,16.0,,1.0,567828.36
20231008,10,17.0,,7.0,56840.8
20231008,10,18.0,,10.0,802381.41
20231008,10,19.0,,4.0,695707.68
20231008,10,20.0,,1.0,370373.5
20231009,1,,,,22646.48
20231009,2,,,2.0,18944.79
20231009,3,1.0,,1.0,604565.06
20231009,3,2.0,,8.0,60339.44
20231009,3,3.0,,6.0,80035.83
20231009,3,4.0,,1.0,611073.56
20231009,3,5.0,,10.0,390321.96
20231009,3,6.0,,9.0,83953.7
20231009,3,7.0,,1.0,1001396.89
20231009,3,8.0,,6.0,233171.8
20231009,3,9.0,,2.0,158805.36
20231009,3,10.0,,6.0,704404.35
20231009,3,11.0,,6.0,343898.88
20231009,3,12.0,,3.0,834491.36
20231009,3,13.0,,4.0,500327.88
20231009,3,14.0,,2.0,1002182.64
20231009,3,15.0,,8.0,773578.19
20231009,3,16.0,,4.0,427783.15
20231009,3,17.0,,9.0,50330.4
20231009,3,18.0,,1.0,887439.51
20231009,3,19.0,,8.0,670547.52
20231009,3,20.0,,6.0,387435.65
20231009,4,,,,1166.37
20231009,5,,,3.0,7291.44
20231009,6,,,,9029.87
20231009,7,,,,5870.29
20231009,8,1.0,,8.0,574904.77
20231009,8,2.0,,3.0,51549.39
20231009,8,3.0,,2.0,85572.9
20231009,8,4.0,,4.0,471195.86
20231009,8,5.0,,7.0,345185.61
20231009,8,6.0,,7.0,106026.92
20231009,8,7.0,,9.0,988720.98
20231009,8,8.0,,7.0,231816.15
20231009,8,9.0,,8.0,121927.68
20231009,8,10.0,,3.0,733090.5
20231009,8,11.0,,9.0,465420.84
20231009,8,12.0,,2.0,1110030.96
20231009,8,13.0,,4.0,469242.42
20231009,8,14.0,,8.0,1035993.3
20231009,8,15.0,,7.0,708823.22
20231009,8,16.0,,9.0,437342.55
20231009,8,17.0,,9.0,72303.0
20231009,8,18.0,,1.0,834514.47
20231009,8,19.0,,7.0,471021.6
20231009,8,20.0,,2.0,383690.3
20231009,9,,5.0,,13583.26
20231009,10,1.0,,6.0,626021.44
20231009,10,2.0,,6.0,60396.15
20231009,10,3.0,,8.0,80683.02
20231009,10,4.0,,2.0,576515.54
20231009,10,5.0,,5.0,366679.11
20231009,10,6.0,,4.0,107253.21
20231009,10,7.0,,3.0,892189.05
20231009,10,8.0,,9.0,267605.31
20231009,10,9.0,,1.0,153362.16
20231009,10,10.0,,6.0,609421.32
20231009,10,11.0,,4.0,355059.06
20231009,10,12.0,,4.0,1010639.89
20231009,10,13.0,,3.0,479604.24
20231009,10,14.0,,5.0,753370.86
20231009,10,15.0,,10.0,557728.29
20231009,10,16.0,,7.0,519553.39
20231009,10,17.0,,10.0,58906.6
20231009,10,18.0,,5.0,938474.37
20231009,10,19.0,,5.0,596237.28
20231009,10,20.0,,4.0,442783.6
20231010,1,,,,6686.65
20231010,2,,,9.0,18339.88
20231010,3,1.0,,2.0,619710.74
20231010,3,2.0,,9.0,51662.81
20231010,3,3.0,,9.0,73348.2
20231010,3,4.0,,4.0,457482.36
20231010,3,5.0,,9.0,475006.35
20231010,3,6.0,,6.0,107724.86
20231010,3,7.0,,7.0,863912.02
20231010,3,8.0,,9.0,239136.66
20231010,3,9.0,,10.0,110360.88
20231010,3,10.0,,9.0,717153.75
20231010,3,11.0,,7.0,342658.86
20231010,3,12.0,,8.0,1055907.11
20231010,3,13.0,,8.0,536347.54
20231010,3,14.0,,9.0,903351.48
20231010,3,15.0,,6.0,760348.68
20231010,3,16.0,,4.0,494220.98
20231010,3,17.0,,8.0,63476.4
20231010,3,18.0,,3.0,1102920.03
20231010,3,19.0,,10.0,472776.96
20231010,3,20.0,,4.0,346236.8
20231010,4,,,,14144.06
20231010,5,,,2.0,8946.66
20231010,6,,,,10231.24
20231010,7,,,,2913.82
20231010,8,1.0,,8.0,580584.4
20231010,8,2.0,,10.0,48657.18
20231010,8,3.0,,10.0,79244.82
20231010,8,4.0,,10.0,543054.6
20231010,8,5.0,,8.0,453512.85
20231010,8,6.0,,4.0,76501.63
20231010,8,7.0,,2.0,1086227.98
20231010,8,8.0,,2.0,322915.83
20231010,8,9.0,,6.0,158261.04
20231010,8,10.0,,3.0,597309.39
20231010,8,11.0,,2.0,458807.4
20231010,8,12.0,,1.0,983085.93
20231010,8,13.0,,1.0,427795.14
20231010,8,14.0,,2.0,711757.74
20231010,8,15.0,,7.0,719267.57
20231010,8,16.0,,7.0,468410.6
20231010,8,17.0,,5.0,63852.0
20231010,8,18.0,,6.0,1130327.64
20231010,8,19.0,,5.0,677568.96
20231010,8,20.0,,10.0,454019.65
20231010,9,,5.0,,34410.65
20231010,10,1.0,,6.0,713109.1
20231010,10,2.0,,7.0,48260.21
20231010,10,3.0,,3.0,71910.0
20231010,10,4.0,,6.0,461322.14
20231010,10,5.0,,2.0,443625.84
20231010,10,6.0,,7.0,92820.72
20231010,10,7.0,,8.0,788831.63
20231010,10,8.0,,2.0,267063.05
20231010,10,9.0,,1.0,163023.84
20231010,10,10.0,,9.0,564798.42
20231010,10,11.0,,2.0,378619.44
20231010,10,12.0,,2.0,811857.75
20231010,10,13.0,,7.0,522531.78
20231010,10,14.0,,3.0,962303.4
20231010,10,15.0,,1.0,579313.28
20231010,10,16.0,,6.0,490397.22
20231010,10,17.0,,8.0,73805.4
20231010,10,18.0,,8.0,828843.93
20231010,10,19.0,,7.0,650653.44
20231010,10,20.0,,2.0,441119.0
20231011,1,,,,26965.86
20231011,2,,,5.0,15149.82
20231011,3,1.0,,9.0,692283.79
20231011,3,2.0,,9.0,65897.02
20231011,3,3.0,,10.0,71262.81
20231011,3,4.0,,10.0,572675.76
20231011,3,5.0,,6.0,470707.65
20231011,3,6.0,,5.0,112064.04
20231011,3,7.0,,7.0,1100854.03
20231011,3,8.0,,3.0,262724.97
20231011,3,9.0,,8.0,120702.96
20231011,3,10.0,,5.0,529100.1
20231011,3,11.0,,10.0,382752.84
20231011,3,12.0,,1.0,800048.91
20231011,3,13.0,,2.0,513650.22
20231011,3,14.0,,9.0,747302.28
20231011,3,15.0,,6.0,649638.57
20231011,3,16.0,,7.0,523855.12
20231011,3,17.0,,5.0,54587.2
20231011,3,18.0,,10.0,870427.89
20231011,3,19.0,,3.0,558789.6
20231011,3,20.0,,7.0,428218.35
20231011,4,,,,11279.84
20231011,5,,,6.0,16544.86
20231011,6,,,,13033.3
20231011,7,,,,19009.08
20231011,8,1.0,,10.0,619079.67
20231011,8,2.0,,10.0,48373.63
20231011,8,3.0,,7.0,81330.21
20231011,8,4.0,,2.0,600651.3
20231011,8,5.0,,8.0,502518.03
20231011,8,6.0,,4.0,91405.77
20231011,8,7.0,,6.0,980920.42
20231011,8,8.0,,5.0,228562.59
20231011,8,9.0,,1.0,154042.56
20231011,8,10.0,,1.0,763689.06
20231011,8,11.0,,5.0,448887.24
20231011,8,12.0,,8.0,1114951.31
20231011,8,13.0,,1.0,474670.04
20231011,8,14.0,,10.0,723894.9
20231011,8,15.0,,4.0,751993.2
20231011,8,16.0,,1.0,496610.83
20231011,8,17.0,,8.0,56590.4
20231011,8,18.0,,9.0,996124.86
20231011,8,19.0,,5.0,514905.6
20231011,8,20.0,,8.0,490224.7
20231011,9,,4.0,,7276.68
20231011,10,1.0,,3.0,535778.43
20231011,10,2.0,,3.0,59829.05
20231011,10,3.0,,5.0,83703.24
20231011,10,4.0,,8.0,624238.52
20231011,10,5.0,,3.0,467268.69
20231011,10,6.0,,2.0,95744.95
20231011,10,7.0,,10.0,872687.65
20231011,10,8.0,,7.0,269503.22
20231011,10,9.0,,6.0,137576.88
20231011,10,10.0,,8.0,545674.32
20231011,10,11.0,,9.0,489394.56
20231011,10,12.0,,7.0,1050986.76
20231011,10,13.0,,3.0,533880.44
20231011,10,14.0,,3.0,987444.66
20231011,10,15.0,,5.0,682364.2
20231011,10,16.0,,7.0,443556.16
20231011,10,17.0,,6.0,63038.2
20231011,10,18.0,,8.0,889329.69
20231011,10,19.0,,1.0,621397.44
20231011,10,20.0,,10.0,365379.7
20231012,1,,,,16783.04
20231012,2,,,10.0,11255.66
20231012,3,1.0,,9.0,624759.3
20231012,3,2.0,,8.0,49564.54
20231012,3,3.0,,7.0,66876.3
20231012,3,4.0,,10.0,527146.94
20231012,3,5.0,,6.0,389462.22
20231012,3,6.0,,3.0,108668.16
20231012,3,7.0,,8.0,1077452.35
20231012,3,8.0,,5.0,261640.45
20231012,3,9.0,,5.0,119750.4
20231012,3,10.0,,10.0,515075.76
20231012,3,11.0,,3.0,369112.62
20231012,3,12.0,,9.0,1150377.83
20231012,3,13.0,,3.0,447531.94
20231012,3,14.0,,5.0,956234.82
20231012,3,15.0,,4.0,708823.22
20231012,3,16.0,,5.0,520509.33
20231012,3,17.0,,9.0,70925.8
20231012,3,18.0,,3.0,994234.68
20231012,3,19.0,,6.0,633099.84
20231012,3,20.0,,7.0,476491.75
20231012,4,,,,25714.79
20231012,5,,,2.0,4873.39
20231012,6,,,,26352.0
20231012,7,,,,27285.49
20231012,8,1.0,,2.0,660730.29
20231012,8,2.0,,6.0,58864.98
20231012,8,3.0,,9.0,78813.36
20231012,8,4.0,,8.0,564447.66
20231012,8,5.0,,10.0,515414.13
20231012,8,6.0,,5.0,110743.42
20231012,8,7.0,,4.0,1168133.86
20231012,8,8.0,,7.0,311799.5
20231012,8,9.0,,10.0,144108.72
20231012,8,10.0,,8.0,671893.38
20231012,8,11.0,,1.0,342658.86
20231012,8,12.0,,8.0,1036225.71
20231012,8,13.0,,4.0,476150.3
20231012,8,14.0,,3.0,904218.42
20231012,8,15.0,,6.0,592542.79
20231012,8,16.0,,6.0,393369.31
20231012,8,17.0,,10.0,73179.4
20231012,8,18.0,,9.0,1112370.93
20231012,8,19.0,,3.0,523682.4
20231012,8,20.0,,4.0,444864.35
20231012,9,,4.0,,24578.59
20231012,10,1.0,,4.0,742769.39
20231012,10,2.0,,4.0,57503.94
20231012,10,3.0,,2.0,84709.98
20231012,10,4.0,,2.0,501365.56
20231012,10,5.0,,2.0,374846.64
20231012,10,6.0,,6.0,78954.21
20231012,10,7.0,,10.0,885363.56
20231012,10,8.0,,8.0,257844.63
20231012,10,9.0,,5.0,145197.36
20231012,10,10.0,,1.0,567985.77
20231012,10,11.0,,6.0,433180.32
20231012,10,12.0,,6.0,886647.07
20231012,10,13.0,,8.0,570393.52
20231012,10,14.0,,6.0,739499.82
20231012,10,15.0,,9.0,730408.21
20231012,10,16.0,,3.0,451681.65
20231012,10,17.0,,10.0,56840.8
20231012,10,18.0,,7.0,833569.38
20231012,10,19.0,,9.0,490915.68
20231012,10,20.0,,2.0,462342.65
20231013,1,,,,25813.27
20231013,2,,,1.0,23149.32
20231013,3,1.0,,5.0,537040.57
20231013,3,2.0,,3.0,58468.01
20231013,3,3.0,,1.0,86148.18
20231013,3,4.0,,7.0,507399.5
20231013,3,5.0,,5.0,487472.58
20231013,3,6.0,,3.0,91311.44
20231013,3,7.0,,6.0,782981.21
20231013,3,8.0,,4.0,289566.84
20231013,3,9.0,,8.0,120430.8
20231013,3,10.0,,7.0,545036.85
20231013,3,11.0,,9.0,335218.74
20231013,3,12.0,,9.0,906328.47
20231013,3,13.0,,2.0,571873.78
20231013,3,14.0,,4.0,998714.88
20231013,3,15.0,,5.0,742941.43
20231013,3,16.0,,9.0,442600.22
20231013,3,17.0,,7.0,68860.0
20231013,3,18.0,,6.0,1027312.83
20231013,3,19.0,,4.0,550012.8
20231013,3,20.0,,9.0,341243.0
20231013,4,,,,2592.18
20231013,5,,,1.0,17428.83
20231013,6,,,,18066.01
20231013,7,,,,18662.31
20231013,8,1.0,,7.0,641798.19
20231013,8,2.0,,6.0,54384.89
20231013,8,3.0,,9.0,73492.02
20231013,8,4.0,,3.0,524952.78
20231013,8,5.0,,8.0,427290.78
20231013,8,6.0,,1.0,105555.27
20231013,8,7.0,,2.0,868787.37
20231013,8,8.0,,9.0,292549.27
20231013,8,9.0,,5.0,160166.16
20231013,8,10.0,,8.0,652769.28
20231013,8,11.0,,8.0,332325.36
20231013,8,12.0,,8.0,1069684.09
20231013,8,13.0,,3.0,475656.88
20231013,8,14.0,,10.0,742100.64
20231013,8,15.0,,7.0,735282.24
20231013,8,16.0,,2.0,539628.13
20231013,8,17.0,,4.0,69235.6
20231013,8,18.0,,2.0,1013136.48
20231013,8,19.0,,9.0,487990.08
20231013,8,20.0,,3.0,335000.75
20231013,9,,1.0,,43792.9
20231013,10,1.0,,10.0,697332.35
20231013,10,2.0,,4.0,66180.57
20231013,10,3.0,,4.0,82480.77
20231013,10,4.0,,7.0,548540.0
20231013,10,5.0,,2.0,394620.66
20231013,10,6.0,,8.0,76312.97
20231013,10,7.0,,3.0,1027723.78
20231013,10,8.0,,9.0,220157.56
20231013,10,9.0,,1.0,119886.48
20231013,10,10.0,,2.0,689105.07
20231013,10,11.0,,5.0,364152.54
20231013,10,12.0,,8.0,932898.36
20231013,10,13.0,,5.0,573354.04
20231013,10,14.0,,4.0,904218.42
20231013,10,15.0,,1.0,590453.92
20231013,10,16.0,,2.0,550621.44
20231013,10,17.0,,3.0,51832.8
20231013,10,18.0,,10.0,1091578.95
20231013,10,19.0,,2.0,540650.88
20231013,10,20.0,,7.0,429050.65
20231014,1,,,,3753.94
20231014,2,,,2.0,26811.04
20231014,3,1.0,,2.0,594467.94
20231014,3,2.0,,9.0,67541.61
20231014,3,3.0,,4.0,77950.44
20231014,3,4.0,,10.0,603942.54
20231014,3,5.0,,8.0,438037.53
20231014,3,6.0,,4.0,83859.37
20231014,3,7.0,,7.0,1083302.77
20231014,3,8.0,,4.0,299598.65
20231014,3,9.0,,1.0,125737.92
20231014,3,10.0,,10.0,599221.8
20231014,3,11.0,,4.0,339352.14
20231014,3,12.0,,8.0,1067715.95
20231014,3,13.0,,10.0,424834.62
20231014,3,14.0,,4.0,991779.36
20231014,3,15.0,,10.0,664260.66
20231014,3,16.0,,8.0,513817.75
20231014,3,17.0,,1.0,63914.6
20231014,3,18.0,,4.0,1101029.85
20231014,3,19.0,,7.0,543576.48
20231014,3,20.0,,6.0,471497.95
20231014,4,,,,29954.32
20231014,5,,,1.0,22772.46
20231014,6,,,,29913.11
20231014,7,,,,15324.21
20231014,8,1.0,,10.0,646215.68
20231014,8,2.0,,6.0,55916.06
20231014,8,3.0,,10.0,71694.27
20231014,8,4.0,,10.0,570481.6
20231014,8,5.0,,7.0,477155.7
20231014,8,6.0,,7.0,108951.15
20231014,8,7.0,,7.0,1026748.71
20231014,8,8.0,,1.0,300412.04
20231014,8,9.0,,3.0,143292.24
20231014,8,10.0,,2.0,563523.48
20231014,8,11.0,,5.0,350098.98
20231014,8,12.0,,1.0,980133.72
20231014,8,13.0,,3.0,429275.4
20231014,8,14.0,,5.0,878210.22
20231014,8,15.0,,2.0,740156.27
20231014,8,16.0,,10.0,404840.59
20231014,8,17.0,,5.0,63977.2
20231014,8,18.0,,10.0,896890.41
20231014,8,19.0,,9.0,551183.04
20231014,8,20.0,,4.0,337497.65
20231014,9,,4.0,,49717.85
20231014,10,1.0,,10.0,680924.53
20231014,10,2.0,,6.0,63345.07
20231014,10,3.0,,4.0,75505.5
20231014,10,4.0,,3.0,607782.32
20231014,10,5.0,,9.0,374416.77
20231014,10,6.0,,2.0,90179.48
20231014,10,7.0,,6.0,1035524.34
20231014,10,8.0,,4.0,240492.31
20231014,10,9.0,,9.0,152273.52
20231014,10,10.0,,4.0,678905.55
20231014,10,11.0,,8.0,336458.76
20231014,10,12.0,,2.0,1144473.41
20231014,10,13.0,,1.0,400657.04
20231014,10,14.0,,8.0,704822.22
20231014,10,15.0,,9.0,619001.81
20231014,10,16.0,,7.0,508082.11
20231014,10,17.0,,5.0,66856.8
20231014,10,18.0,,2.0,1067951.7
20231014,10,19.0,,8.0,699218.4
20231014,10,20.0,,1.0,393677.9
20231015,1,,,,12910.69
20231015,2,,,10.0,5808.5
20231015,3,1.0,,7.0,655050.66
20231015,3,2.0,,3.0,64479.27
20231015,3,3.0,,3.0,69033.6
20231015,3,4.0,,2.0,488749.14
20231015,3,5.0,,2.0,465549.21
20231015,3,6.0,,9.0,88104.22
20231015,3,7.0,,5.0,1150582.6
20231015,3,8.0,,6.0,220970.95
20231015,3,9.0,,2.0,158397.12
20231015,3,10.0,,7.0,731815.56
20231015,3,11.0,,8.0,394739.7
20231015,3,12.0,,9.0,1128728.29
20231015,3,13.0,,3.0,476150.3
20231015,3,14.0,,3.0,951033.18
20231015,3,15.0,,6.0,745726.59
20231015,3,16.0,,8.0,383809.91
20231015,3,17.0,,1.0,59157.0
20231015,3,18.0,,10.0,831679.2
20231015,3,19.0,,6.0,526608.0
20231015,3,20.0,,9.0,445280.5
20231015,4,,,,27051.35
20231015,5,,,8.0,29913.67
20231015,6,,,,17470.79
20231015,7,,,,13049.8
20231015,8,1.0,,6.0,561652.3
20231015,8,2.0,,9.0,65273.21
20231015,8,3.0,,6.0,74211.12
20231015,8,4.0,,9.0,637403.48
20231015,8,5.0,,9.0,461680.38
20231015,8,6.0,,1.0,85462.98
20231015,8,7.0,,7.0,802482.61
20231015,8,8.0,,8.0,226664.68
20231015,8,9.0,,5.0,152953.92
20231015,8,10.0,,5.0,696754.71
20231015,8,11.0,,6.0,334392.06
20231015,8,12.0,,9.0,1106094.68
20231015,8,13.0,,2.0,584702.7
20231015,8,14.0,,2.0,855669.78
20231015,8,15.0,,4.0,608557.46
20231015,8,16.0,,5.0,570218.21
20231015,8,17.0,,5.0,56402.6
20231015,8,18.0,,8.0,1068896.79
20231015,8,19.0,,10.0,555278.88
20231015,8,20.0,,8.0,354975.95
20231015,9,,4.0,,37508.38
20231015,10,1.0,,8.0,612768.97
20231015,10,2.0,,7.0,56539.87
20231015,10,3.0,,1.0,58247.1
20231015,10,4.0,,5.0,571030.14
20231015,10,5.0,,6.0,469418.04
20231015,10,6.0,,8.0,76878.95
20231015,10,7.0,,5.0,1152532.74
20231015,10,8.0,,6.0,280348.42
20231015,10,9.0,,8.0,131453.28
20231015,10,10.0,,9.0,683367.84
20231015,10,11.0,,9.0,445993.86
20231015,10,12.0,,9.0,1073620.37
20231015,10,13.0,,10.0,574340.88
20231015,10,14.0,,6.0,957101.76
20231015,10,15.0,,5.0,747815.46
20231015,10,16.0,,6.0,547275.65
20231015,10,17.0,,9.0,54524.6
20231015,10,18.0,,4.0,934694.01
20231015,10,19.0,,7.0,538310.4
20231015,10,20.0,,10.0,471081.8
20231016,1,,,,28903.53
20231016,2,,,10.0,18609.04
20231016,3,1.0,,6.0,735196.55
20231016,3,2.0,,3.0,46161.94
20231016,3,3.0,,1.0,74067.3
20231016,3,4.0,,6.0,529889.64
20231016,3,5.0,,2.0,443625.84
20231016,3,6.0,,9.0,86123.29
20231016,3,7.0,,7.0,909740.31
20231016,3,8.0,,1.0,264894.01
20231016,3,9.0,,2.0,158941.44
20231016,3,10.0,,10.0,676993.14
20231016,3,11.0,,9.0,442687.14
20231016,3,12.0,,10.0,852204.62
20231016,3,13.0,,10.0,512169.96
20231016,3,14.0,,10.0,965771.16
20231016,3,15.0,,4.0,655905.18
20231016,3,16.0,,2.0,402928.71
20231016,3,17.0,,5.0,74431.4
20231016,3,18.0,,8.0,1006520.85
20231016,3,19.0,,5.0,548842.56
20231016,3,20.0,,5.0,441119.0
20231016,4,,,,15724.06
20231016,5,,,10.0,5075.79
20231016,6,,,,17519.63
20231016,7,,,,4777.58
20231016,8,1.0,,2.0,675875.97
20231016,8,2.0,,10.0,61813.9
20231016,8,3.0,,9.0,69465.06
20231016,8,4.0,,4.0,526049.86
20231016,8,5.0,,8.0,447494.67
20231016,8,6.0,,7.0,89519.17
20231016,8,7.0,,9.0,1006272.24
20231016,8,8.0,,1.0,248897.34
20231016,8,9.0,,1.0,140570.64
20231016,8,10.0,,3.0,568623.24
20231016,8,11.0,,3.0,348445.62
20231016,8,12.0,,5.0,1173995.51
20231016,8,13.0,,4.0,503781.82
20231016,8,14.0,,7.0,920690.28
20231016,8,15.0,,6.0,719267.57
20231016,8,16.0,,1.0,431606.91
20231016,8,17.0,,2.0,53710.8
20231016,8,18.0,,6.0,905396.22
20231016,8,19.0,,5.0,559959.84
20231016,8,20.0,,5.0,477324.05
20231016,9,,14.0,,25290.33
20231016,10,1.0,,7.0,642429.26
20231016,10,2.0,,4.0,67484.9
20231016,10,3.0,,4.0,77734.71
20231016,10,4.0,,7.0,467356.08
20231016,10,5.0,,2.0,418263.51
20231016,10,6.0,,8.0,105838.26
20231016,10,7.0,,2.0,1121330.5
20231016,10,8.0,,10.0,232900.67
20231016,10,9.0,,8.0,125601.84
20231016,10,10.0,,9.0,627907.95
20231016,10,11.0,,6.0,438553.74
20231016,10,12.0,,8.0,1177931.79
20231016,10,13.0,,9.0,483551.6
20231016,10,14.0,,8.0,730830.42
20231016,10,15.0,,5.0,695593.71
20231016,10,16.0,,5.0,394803.22
20231016,10,17.0,,2.0,60409.0
20231016,10,18.0,,5.0,889329.69
20231016,10,19.0,,2.0,669962.4
20231016,10,20.0,,2.0,403665.5
20231017,1,,,,3463.77
20231017,2,,,5.0,21730.21
20231017,3,1.0,,4.0,740876.18
20231017,3,2.0,,7.0,64819.53
20231017,3,3.0,,8.0,83343.69
20231017,3,4.0,,1.0,603942.54
20231017,3,5.0,,3.0,389462.22
20231017,3,6.0,,10.0,86311.95
20231017,3,7.0,,10.0,1051125.46
20231017,3,8.0,,9.0,242932.48
20231017,3,9.0,,10.0,139754.16
20231017,3,10.0,,4.0,606871.44
20231017,3,11.0,,2.0,368285.94
20231017,3,12.0,,9.0,1161202.6
20231017,3,13.0,,3.0,561018.54
20231017,3,14.0,,8.0,805387.26
20231017,3,15.0,,3.0,629446.16
20231017,3,16.0,,7.0,392413.37
20231017,3,17.0,,9.0,68672.2
20231017,3,18.0,,2.0,1123712.01
20231017,3,19.0,,10.0,660600.48
20231017,3,20.0,,3.0,498131.55
20231017,4,,,,3145.38
20231017,5,,,8.0,12495.42
20231017,6,,,,2930.22
20231017,7,,,,14399.54
20231017,8,1.0,,7.0,715002.31
20231017,8,2.0,,9.0,67428.19
20231017,8,3.0,,3.0,63352.71
20231017,8,4.0,,7.0,505205.34
20231017,8,5.0,,9.0,472857.0
20231017,8,6.0,,1.0,82161.43
20231017,8,7.0,,6.0,1122305.57
20231017,8,8.0,,4.0,218259.65
20231017,8,9.0,,6.0,138801.6
20231017,8,10.0,,3.0,511250.94
20231017,8,11.0,,7.0,396393.06
20231017,8,12.0,,4.0,1087397.35
20231017,8,13.0,,7.0,485031.86
20231017,8,14.0,,3.0,1016920.62
20231017,8,15.0,,8.0,657994.05
20231017,8,16.0,,6.0,465542.78
