DateID,MachineID,OEEPercent,UtilizationRatePercent,ActualCycleTimeMinutes,TargetCycleTimeMinutes,ChangeoverTimeMinutes,ScrapRatePercent
20231103,4,93.66,96.0,10.07,10,44,0.55
20231103,5,62.26,71.84,9.98,10,105,1.29
20231103,6,69.93,66.47,8.13,10,49,2.37
20231103,7,63.64,82.04,11.61,10,79,1.73
20231103,8,96.07,78.79,11.77,10,117,1.5
20231103,9,87.89,91.82,11.21,10,86,2.22
20231103,10,61.79,53.18,11.56,10,91,2.36
20231104,1,62.36,84.06,11.51,10,105,2.07
20231104,2,95.67,82.22,9.74,10,84,0.49
20231104,3,95.38,70.56,11.13,10,110,1.75
20231104,4,94.51,79.15,11.26,10,31,0.58
20231104,5,71.65,85.3,11.18,10,104,0.25
20231104,6,93.07,82.0,8.92,10,75,2.59
20231104,7,80.15,57.55,11.06,10,116,1.7
20231104,8,99.43,93.39,9.56,10,104,2.09
20231104,9,69.7,95.48,8.84,10,56,2.92
20231104,10,70.16,77.21,8.62,10,75,2.24
20231105,1,71.72,73.0,11.35,10,114,1.25
20231105,2,87.47,83.34,9.2,10,72,0.77
20231105,3,99.88,68.21,10.64,10,69,2.92
20231105,4,68.97,74.23,9.46,10,110,1.35
20231105,5,70.09,90.17,8.71,10,88,0.41
20231105,6,87.48,72.13,8.04,10,66,2.03
20231105,7,64.8,76.18,10.83,10,79,0.39
20231105,8,73.1,58.65,10.03,10,38,2.07
20231105,9,64.4,84.02,8.67,10,89,2.27
20231105,10,70.12,50.02,11.98,10,62,0.56
20231106,1,91.04,61.08,9.34,10,68,1.56
20231106,2,90.73,67.29,10.68,10,103,0.48
20231106,3,79.94,50.1,8.26,10,48,1.55
20231106,4,97.4,89.95,8.89,10,75,0.82
20231106,5,78.99,73.14,11.17,10,49,0.19
20231106,6,63.66,89.33,11.39,10,113,0.54
20231106,7,79.67,85.93,11.75,10,93,2.6
20231106,8,89.19,55.15,8.11,10,101,2.04
20231106,9,70.15,80.36,10.03,10,61,2.34
20231106,10,87.23,88.42,11.86,10,111,2.52
20231107,1,60.92,91.43,10.2,10,113,2.88
20231107,2,99.93,65.29,11.4,10,46,0.09
20231107,3,87.84,84.27,9.24,10,83,0.34
20231107,4,88.03,84.37,11.09,10,36,0.51
20231107,5,95.2,56.76,11.71,10,82,0.89
20231107,6,88.8,52.25,10.89,10,118,0.76
20231107,7,88.63,69.44,9.85,10,64,2.01
20231107,8,60.45,75.4,8.71,10,111,2.48
20231107,9,90.63,59.89,11.96,10,46,0.73
20231107,10,60.01,86.45,11.3,10,44,2.82
20231108,1,63.64,54.18,9.83,10,46,1.62
20231108,2,74.36,67.93,9.72,10,108,1.65
20231108,3,93.19,50.75,11.24,10,79,1.89
20231108,4,82.12,68.64,9.86,10,87,0.2
20231108,5,96.87,96.53,8.04,10,92,0.63
20231108,6,84.67,70.57,8.92,10,41,2.87
20231108,7,74.67,52.94,9.72,10,101,1.59
20231108,8,66.51,65.4,11.52,10,69,1.11
20231108,9,88.53,89.69,8.15,10,90,1.23
20231108,10,99.34,86.83,11.8,10,73,1.36
20231109,1,70.77,87.24,9.63,10,53,1.16
20231109,2,95.23,82.53,10.08,10,115,1.28
20231109,3,81.0,98.69,9.13,10,112,1.2
20231109,4,98.02,87.56,9.97,10,59,3.0
20231109,5,98.42,84.98,8.94,10,109,0.14
20231109,6,65.77,62.75,10.53,10,96,1.24
20231109,7,75.78,91.2,11.85,10,53,2.26
20231109,8,78.93,64.48,9.23,10,68,0.99
20231109,9,77.85,50.99,11.97,10,85,0.29
20231109,10,99.3,88.48,11.99,10,34,2.9
20231110,1,81.53,62.09,9.3,10,58,1.2
20231110,2,90.26,60.52,11.39,10,68,1.78
20231110,3,84.85,91.38,11.25,10,116,2.75
20231110,4,60.61,90.15,11.59,10,52,1.28
20231110,5,85.02,79.25,9.74,10,102,1.15
20231110,6,87.89,97.56,9.35,10,62,1.93
20231110,7,90.44,57.85,9.02,10,33,0.81
20231110,8,92.01,68.5,9.74,10,41,2.47
20231110,9,80.08,59.01,10.77,10,67,3.0
20231110,10,87.33,68.94,11.79,10,99,2.48
20231111,1,91.24,50.03,10.16,10,86,0.11
20231111,2,98.97,64.44,8.13,10,95,2.55
20231111,3,95.56,59.11,9.61,10,93,0.46
20231111,4,98.99,69.37,9.42,10,48,0.72
20231111,5,97.73,64.33,9.42,10,33,0.75
20231111,6,98.05,52.15,11.58,10,97,1.07
20231111,7,70.52,81.41,8.67,10,44,1.23
20231111,8,79.95,68.32,8.57,10,35,2.7
20231111,9,80.64,70.52,8.12,10,108,0.65
20231111,10,89.33,62.34,11.53,10,99,0.96
20231112,1,97.75,56.69,11.86,10,91,2.93
20231112,2,60.62,50.47,10.9,10,116,0.09
20231112,3,72.68,65.49,8.27,10,60,0.3
20231112,4,81.74,69.46,10.19,10,100,0.28
20231112,5,68.22,66.73,9.1,10,62,1.39
20231112,6,91.0,71.0,10.72,10,75,0.55
20231112,7,90.4,77.61,9.28,10,107,2.85
20231112,8,89.43,73.49,11.62,10,101,0.44
20231112,9,66.61,91.17,11.16,10,47,2.86
20231112,10,67.01,53.97,8.87,10,104,2.82
20231113,1,78.95,80.6,11.66,10,79,2.2
20231113,2,94.15,86.16,9.16,10,99,2.55
20231113,3,76.29,98.98,9.87,10,54,0.24
20231113,4,98.85,86.2,10.12,10,118,0.86
20231113,5,73.26,51.6,8.87,10,115,0.34
20231113,6,70.88,86.46,10.2,10,100,2.67
20231113,7,80.77,77.62,9.02,10,44,0.27
20231113,8,98.21,81.02,9.68,10,109,0.03
20231113,9,67.54,50.66,10.58,10,79,0.48
20231113,10,82.44,61.52,10.39,10,56,0.9
20231114,1,67.95,67.25,11.74,10,72,2.34
20231114,2,66.07,95.97,11.44,10,82,2.47
20231114,3,75.34,58.3,9.26,10,83,1.21
20231114,4,77.89,54.11,9.12,10,65,2.18
20231114,5,71.23,70.51,9.17,10,41,1.47
20231114,6,63.85,77.94,10.43,10,98,0.56
20231114,7,87.04,68.86,11.1,10,48,1.19
20231114,8,74.86,97.69,8.13,10,58,1.32
20231114,9,89.96,67.89,8.25,10,36,1.08
20231114,10,94.05,52.42,9.92,10,37,2.22
20231115,1,64.62,69.32,9.29,10,43,2.49
20231115,2,95.46,75.04,10.85,10,89,0.67
20231115,3,70.93,82.4,9.93,10,57,2.55
20231115,4,83.06,72.68,10.8,10,76,1.77
20231115,5,75.29,92.57,10.71,10,31,1.92
20231115,6,94.21,55.83,11.46,10,99,0.22
20231115,7,82.12,85.2,8.91,10,106,1.06
20231115,8,93.99,53.04,9.69,10,36,0.43
20231115,9,75.61,93.35,9.18,10,117,1.85
20231115,10,92.14,83.34,11.96,10,84,0.95
20231116,1,99.13,87.66,8.66,10,111,0.13
20231116,2,71.0,51.23,10.32,10,57,0.32
20231116,3,85.75,71.09,9.38,10,64,0.65
20231116,4,91.59,65.15,10.79,10,89,1.08
20231116,5,61.02,76.75,9.31,10,115,0.07
20231116,6,60.61,50.56,9.41,10,49,2.12
20231116,7,98.64,52.11,11.85,10,88,0.34
20231116,8,62.41,53.67,8.93,10,57,1.19
20231116,9,83.33,83.6,9.21,10,107,0.19
20231116,10,73.93,71.07,10.79,10,95,1.06
20231117,1,79.92,54.56,9.19,10,100,2.85
20231117,2,80.12,74.04,10.09,10,68,1.02
20231117,3,61.71,77.01,11.52,10,62,1.21
20231117,4,68.77,51.68,8.21,10,89,1.43
20231117,5,76.14,59.77,11.52,10,37,0.51
20231117,6,77.69,53.82,11.53,10,91,2.26
20231117,7,85.08,60.55,11.75,10,83,2.55
20231117,8,70.72,73.11,10.43,10,97,2.37
20231117,9,67.82,79.78,11.33,10,92,1.57
20231117,10,84.46,53.59,9.45,10,46,2.09
20231118,1,70.37,61.24,8.71,10,77,0.27
20231118,2,80.33,65.51,10.89,10,52,1.63
20231118,3,81.44,66.49,10.94,10,38,0.15
20231118,4,96.78,61.69,10.01,10,50,2.5
20231118,5,67.41,68.78,10.58,10,48,2.83
20231118,6,69.66,60.85,11.65,10,44,2.38
20231118,7,84.95,69.64,9.31,10,96,0.23
20231118,8,80.16,91.75,11.32,10,48,0.22
20231118,9,87.56,82.21,11.58,10,41,0.65
20231118,10,83.64,73.39,8.74,10,47,2.13
20231119,1,75.48,95.29,11.66,10,64,1.55
20231119,2,88.08,98.14,9.43,10,115,0.48
20231119,3,89.78,86.55,8.05,10,104,0.64
20231119,4,73.26,99.83,9.65,10,104,0.84
20231119,5,79.61,89.29,9.31,10,48,0.79
20231119,6,75.43,62.32,10.58,10,30,3.0
20231119,7,94.74,55.73,11.4,10,49,1.26
20231119,8,60.26,75.11,9.51,10,70,1.09
20231119,9,65.21,84.18,9.77,10,47,1.84
20231119,10,87.63,92.06,9.71,10,52,0.94
20231120,1,83.54,56.92,8.88,10,70,0.06
20231120,2,83.27,76.78,9.83,10,88,1.12
20231120,3,83.01,80.17,8.73,10,56,0.77
20231120,4,92.95,81.54,11.04,10,78,1.35
20231120,5,98.78,93.46,8.78,10,85,0.87
20231120,6,95.71,66.78,11.2,10,106,2.15
20231120,7,64.37,78.2,11.0,10,82,2.14
20231120,8,80.47,51.09,8.73,10,31,2.11
20231120,9,75.6,90.86,10.93,10,80,2.08
20231120,10,72.92,54.0,9.18,10,50,0.88
20231121,1,69.78,86.47,11.34,10,91,0.44
20231121,2,67.17,91.37,11.54,10,93,1.09
20231121,3,77.18,53.96,8.65,10,32,2.87
20231121,4,85.3,86.78,10.15,10,30,0.73
20231121,5,66.16,85.74,8.48,10,113,2.99
20231121,6,77.26,65.48,8.64,10,60,0.81
20231121,7,90.37,99.78,8.18,10,46,0.07
20231121,8,87.18,75.3,11.04,10,89,2.14
20231121,9,66.38,71.2,11.8,10,83,0.22
20231121,10,88.11,91.07,9.62,10,110,2.34
20231122,1,73.06,92.93,9.85,10,38,2.86
20231122,2,78.08,56.33,10.46,10,73,0.88
20231122,3,94.98,79.93,8.84,10,57,1.22
20231122,4,89.37,70.09,11.96,10,47,0.77
20231122,5,72.71,71.43,11.71,10,75,0.3
20231122,6,82.73,83.82,8.95,10,118,1.96
20231122,7,95.67,71.22,8.18,10,43,2.01
20231122,8,86.88,60.58,8.42,10,109,0.32
20231122,9,62.89,97.17,11.92,10,42,1.5
20231122,10,81.89,50.47,8.71,10,74,2.64
20231123,1,89.73,93.77,11.13,10,55,2.15
20231123,2,90.63,68.37,10.71,10,96,2.96
20231123,3,60.2,64.63,10.19,10,99,1.29
20231123,4,88.6,68.06,8.88,10,102,0.44
20231123,5,78.32,65.2,9.55,10,41,0.29
20231123,6,66.57,91.37,11.52,10,80,1.47
20231123,7,85.29,80.34,9.41,10,104,1.22
20231123,8,67.54,70.44,9.27,10,54,1.19
20231123,9,87.1,82.03,10.96,10,55,1.89
20231123,10,66.81,91.98,11.32,10,95,2.29
20231124,1,62.15,99.47,10.37,10,70,0.31
20231124,2,60.16,65.38,10.61,10,30,1.1
20231124,3,80.56,60.52,11.97,10,102,2.65
20231124,4,91.97,76.88,10.16,10,106,1.86
20231124,5,67.88,79.14,8.39,10,81,1.83
20231124,6,75.02,56.92,8.47,10,98,0.5
20231124,7,88.63,74.48,9.93,10,48,2.82
20231124,8,68.87,90.38,10.84,10,115,1.75
20231124,9,99.0,69.39,9.72,10,96,2.77
20231124,10,92.52,73.91,9.01,10,100,1.16
20231125,1,79.14,84.62,10.76,10,84,1.92
20231125,2,70.42,68.02,9.97,10,105,2.09
20231125,3,61.77,55.22,8.88,10,57,2.77
20231125,4,73.63,69.77,11.95,10,46,2.99
20231125,5,67.49,88.89,9.37,10,58,0.49
20231125,6,99.14,75.55,8.74,10,78,2.53
20231125,7,96.65,90.26,11.0,10,52,2.88
20231125,8,70.52,75.01,11.68,10,69,2.2
20231125,9,63.77,94.59,9.12,10,94,0.14
20231125,10,85.3,50.32,8.87,10,40,1.83
20231126,1,84.27,71.18,11.09,10,106,2.87
20231126,2,92.17,96.07,8.39,10,42,0.92
20231126,3,97.61,79.88,9.78,10,34,1.27
20231126,4,91.28,97.65,9.35,10,61,1.02
20231126,5,61.86,59.91,10.78,10,97,0.86
20231126,6,89.35,94.0,8.84,10,75,2.33
20231126,7,77.13,80.65,8.78,10,73,2.69
20231126,8,76.96,85.87,8.16,10,76,2.28
20231126,9,73.08,85.23,8.65,10,112,2.01
20231126,10,88.71,90.6,10.49,10,90,2.97
20231127,1,77.92,62.24,11.33,10,49,0.25
20231127,2,63.98,78.0,9.73,10,115,1.31
20231127,3,88.22,82.81,9.89,10,100,0.03
20231127,4,91.53,73.43,8.57,10,81,1.04
20231127,5,75.85,96.97,10.48,10,110,1.88
20231127,6,81.56,65.25,10.1,10,43,0.58
20231127,7,94.22,73.12,9.1,10,34,1.34
20231127,8,85.58,57.05,8.97,10,54,2.95
20231127,9,73.98,67.76,10.02,10,90,0.07
20231127,10,73.8,72.17,8.99,10,48,2.36
20231128,1,68.0,70.01,8.34,10,52,0.77
20231128,2,95.48,92.63,9.56,10,58,1.06
20231128,3,60.14,77.32,9.42,10,97,0.71
20231128,4,88.78,54.23,8.45,10,31,1.38
20231128,5,64.78,59.65,10.44,10,106,2.85
20231128,6,98.47,57.68,11.08,10,60,0.02
20231128,7,82.73,54.97,9.54,10,50,1.7
20231128,8,82.03,67.04,11.05,10,60,2.57
20231128,9,63.63,62.51,8.24,10,67,0.48
20231128,10,96.94,71.15,11.48,10,84,0.14
20231129,1,84.29,83.61,8.82,10,69,0.35
20231129,2,60.1,95.97,10.69,10,109,2.07
