DateID,MachineID,FailureOccurrence,DowntimeMinutes,MaintenanceType,MaintenanceCost,MTBF_Days,MTTR_Minutes
20231113,1,1,246,Reactive,589.48,29.27,175.33
20231114,1,0,0,Reactive,0.0,29.27,175.33
20231115,1,0,0,Preventive,0.0,29.27,175.33
20231116,1,0,0,Preventive,0.0,29.27,175.33
20231117,1,0,0,Reactive,0.0,29.27,175.33
20231118,1,0,0,Preventive,0.0,29.27,175.33
20231119,1,0,0,Reactive,0.0,29.27,175.33
20231120,1,0,0,Preventive,0.0,29.27,175.33
20231121,1,0,0,Preventive,0.0,29.27,175.33
20231122,1,0,0,Reactive,0.0,29.27,175.33
20231123,1,0,0,Preventive,0.0,29.27,175.33
20231124,1,0,0,Preventive,0.0,29.27,175.33
20231125,1,0,0,Reactive,0.0,29.27,175.33
20231126,1,0,0,Reactive,0.0,29.27,175.33
20231127,1,0,0,Preventive,0.0,29.27,175.33
20231128,1,0,0,Reactive,0.0,29.27,175.33
20231129,1,0,0,Reactive,0.0,29.27,175.33
20231130,1,0,0,Reactive,0.0,29.27,175.33
20231201,1,0,0,Reactive,0.0,29.27,175.33
20231202,1,0,0,Preventive,0.0,29.27,175.33
20231203,1,0,0,Preventive,0.0,29.27,175.33
20231204,1,0,0,Preventive,0.0,29.27,175.33
20231205,1,0,0,Preventive,0.0,29.27,175.33
20231206,1,0,0,Preventive,0.0,29.27,175.33
20231207,1,0,0,Preventive,0.0,29.27,175.33
20231208,1,0,0,Preventive,0.0,29.27,175.33
20231209,1,0,0,Preventive,0.0,29.27,175.33
20231210,1,0,0,Reactive,0.0,29.27,175.33
20231211,1,0,0,Reactive,0.0,29.27,175.33
20231212,1,0,0,Preventive,0.0,29.27,175.33
20231213,1,0,0,Preventive,0.0,29.27,175.33
20231214,1,0,0,Reactive,0.0,29.27,175.33
20231215,1,0,0,Preventive,0.0,29.27,175.33
20231216,1,0,0,Reactive,0.0,29.27,175.33
20231217,1,0,0,Preventive,0.0,29.27,175.33
20231218,1,0,0,Preventive,0.0,29.27,175.33
20231219,1,0,0,Preventive,0.0,29.27,175.33
20231220,1,0,0,Preventive,0.0,29.27,175.33
20231221,1,0,0,Reactive,0.0,29.27,175.33
20231222,1,0,0,Preventive,0.0,29.27,175.33
20231223,1,0,0,Preventive,0.0,29.27,175.33
20231224,1,0,0,Reactive,0.0,29.27,175.33
20231225,1,0,0,Reactive,0.0,29.27,175.33
20231226,1,0,0,Reactive,0.0,29.27,175.33
20231227,1,0,0,Preventive,0.0,29.27,175.33
20231228,1,0,0,Preventive,0.0,29.27,175.33
20231229,1,0,0,Reactive,0.0,29.27,175.33
20231230,1,0,0,Preventive,0.0,29.27,175.33
20231231,1,0,0,Preventive,0.0,29.27,175.33
20240101,1,1,113,Reactive,217.19,29.27,175.33
20240102,1,0,0,Preventive,0.0,29.27,175.33
20240103,1,0,0,Reactive,0.0,29.27,175.33
20240104,1,0,0,Preventive,0.0,29.27,175.33
20240105,1,0,0,Preventive,0.0,29.27,175.33
20240106,1,0,0,Preventive,0.0,29.27,175.33
20240107,1,0,0,Reactive,0.0,29.27,175.33
20240108,1,0,0,Reactive,0.0,29.27,175.33
20240109,1,0,0,Preventive,0.0,29.27,175.33
20240110,1,0,0,Preventive,0.0,29.27,175.33
20240111,1,0,0,Preventive,0.0,29.27,175.33
20240112,1,0,0,Reactive,0.0,29.27,175.33
20240113,1,0,0,Reactive,0.0,29.27,175.33
20240114,1,0,0,Preventive,0.0,29.27,175.33
20240115,1,0,0,Preventive,0.0,29.27,175.33
20240116,1,0,0,Preventive,0.0,29.27,175.33
20240117,1,0,0,Preventive,0.0,29.27,175.33
20240118,1,0,0,Preventive,0.0,29.27,175.33
20240119,1,0,0,Reactive,0.0,29.27,175.33
20240120,1,0,0,Preventive,0.0,29.27,175.33
20240121,1,0,0,Preventive,0.0,29.27,175.33
20240122,1,0,0,Reactive,0.0,29.27,175.33
20240123,1,0,0,Preventive,0.0,29.27,175.33
20240124,1,0,0,Preventive,0.0,29.27,175.33
20240125,1,0,0,Preventive,0.0,29.27,175.33
20240126,1,0,0,Reactive,0.0,29.27,175.33
20240127,1,0,0,Reactive,0.0,29.27,175.33
20240128,1,0,0,Preventive,0.0,29.27,175.33
20240129,1,0,0,Preventive,0.0,29.27,175.33
20240130,1,0,0,Preventive,0.0,29.27,175.33
20240131,1,0,0,Reactive,0.0,29.27,175.33
20240201,1,0,0,Preventive,0.0,29.27,175.33
20240202,1,0,0,Preventive,0.0,29.27,175.33
20240203,1,0,0,Reactive,0.0,29.27,175.33
20240204,1,0,0,Reactive,0.0,29.27,175.33
20240205,1,0,0,Reactive,0.0,29.27,175.33
20240206,1,0,0,Preventive,0.0,29.27,175.33
20240207,1,0,0,Reactive,0.0,29.27,175.33
20240208,1,0,0,Preventive,0.0,29.27,175.33
20240209,1,0,0,Preventive,0.0,29.27,175.33
20240210,1,0,0,Preventive,0.0,29.27,175.33
20240211,1,0,0,Preventive,0.0,29.27,175.33
20240212,1,0,0,Preventive,0.0,29.27,175.33
20240213,1,0,0,Preventive,0.0,29.27,175.33
20240214,1,0,0,Preventive,0.0,29.27,175.33
20240215,1,0,0,Reactive,0.0,29.27,175.33
20240216,1,0,0,Reactive,0.0,29.27,175.33
20240217,1,0,0,Preventive,0.0,29.27,175.33
20240218,1,0,0,Preventive,0.0,29.27,175.33
20240219,1,0,0,Preventive,0.0,29.27,175.33
20240220,1,0,0,Reactive,0.0,29.27,175.33
20240221,1,0,0,Preventive,0.0,29.27,175.33
20240222,1,0,0,Reactive,0.0,29.27,175.33
20240223,1,0,0,Preventive,0.0,29.27,175.33
20240224,1,0,0,Preventive,0.0,29.27,175.33
20240225,1,0,0,Preventive,0.0,29.27,175.33
20240226,1,0,0,Preventive,0.0,29.27,175.33
20240227,1,0,0,Reactive,0.0,29.27,175.33
20240228,1,0,0,Preventive,0.0,29.27,175.33
20240229,1,0,0,Preventive,0.0,29.27,175.33
20240301,1,0,0,Preventive,0.0,29.27,175.33
20240302,1,0,0,Preventive,0.0,29.27,175.33
20240303,1,0,0,Reactive,0.0,29.27,175.33
20240304,1,0,0,Preventive,0.0,29.27,175.33
20240305,1,0,0,Reactive,0.0,29.27,175.33
20240306,1,0,0,Preventive,0.0,29.27,175.33
20240307,1,0,0,Preventive,0.0,29.27,175.33
20240308,1,0,0,Reactive,0.0,29.27,175.33
20240309,1,0,0,Preventive,0.0,29.27,175.33
20240310,1,0,0,Preventive,0.0,29.27,175.33
20240311,1,0,0,Preventive,0.0,29.27,175.33
20240312,1,0,0,Preventive,0.0,29.27,175.33
20240313,1,0,0,Preventive,0.0,29.27,175.33
20240314,1,0,0,Preventive,0.0,29.27,175.33
20240315,1,0,0,Preventive,0.0,29.27,175.33
20240316,1,0,0,Preventive,0.0,29.27,175.33
20240317,1,0,0,Preventive,0.0,29.27,175.33
20240318,1,0,0,Preventive,0.0,29.27,175.33
20240319,1,0,0,Reactive,0.0,29.27,175.33
20240320,1,0,0,Preventive,0.0,29.27,175.33
20240321,1,0,0,Reactive,0.0,29.27,175.33
20240322,1,0,0,Preventive,0.0,29.27,175.33
20240323,1,0,0,Preventive,0.0,29.27,175.33
20240324,1,0,0,Preventive,0.0,29.27,175.33
20240325,1,0,0,Preventive,0.0,29.27,175.33
20240326,1,0,0,Preventive,0.0,29.27,175.33
20240327,1,0,0,Preventive,0.0,29.27,175.33
20240328,1,0,0,Preventive,0.0,29.27,175.33
20240329,1,0,0,Preventive,0.0,29.27,175.33
20240330,1,0,0,Preventive,0.0,29.27,175.33
20240331,1,0,0,Reactive,0.0,29.27,175.33
20240401,1,0,0,Preventive,0.0,29.27,175.33
20240402,1,0,0,Preventive,0.0,29.27,175.33
20240403,1,0,0,Preventive,0.0,29.27,175.33
20240404,1,0,0,Reactive,0.0,29.27,175.33
20240405,1,0,0,Reactive,0.0,29.27,175.33
20240406,1,0,0,Preventive,0.0,29.27,175.33
20240407,1,0,0,Preventive,0.0,29.27,175.33
20240408,1,0,0,Preventive,0.0,29.27,175.33
20240409,1,0,0,Preventive,0.0,29.27,175.33
20240410,1,0,0,Preventive,0.0,29.27,175.33
20240411,1,0,0,Preventive,0.0,29.27,175.33
20240412,1,0,0,Preventive,0.0,29.27,175.33
20240413,1,0,0,Preventive,0.0,29.27,175.33
20240414,1,0,0,Preventive,0.0,29.27,175.33
20240415,1,0,0,Preventive,0.0,29.27,175.33
20240416,1,0,0,Preventive,0.0,29.27,175.33
20240417,1,0,0,Preventive,0.0,29.27,175.33
20240418,1,0,0,Reactive,0.0,29.27,175.33
20240419,1,0,0,Preventive,0.0,29.27,175.33
20240420,1,0,0,Preventive,0.0,29.27,175.33
20240421,1,0,0,Reactive,0.0,29.27,175.33
20240422,1,0,0,Preventive,0.0,29.27,175.33
20240423,1,0,0,Preventive,0.0,29.27,175.33
20240424,1,0,0,Preventive,0.0,29.27,175.33
20240425,1,0,0,Preventive,0.0,29.27,175.33
20240426,1,0,0,Preventive,0.0,29.27,175.33
20240427,1,0,0,Preventive,0.0,29.27,175.33
20240428,1,0,0,Reactive,0.0,29.27,175.33
20240429,1,0,0,Preventive,0.0,29.27,175.33
20240430,1,0,0,Reactive,0.0,29.27,175.33
20240501,1,0,0,Preventive,0.0,29.27,175.33
20240502,1,0,0,Preventive,0.0,29.27,175.33
20240503,1,0,0,Preventive,0.0,29.27,175.33
20240504,1,1,146,Preventive,319.82,29.27,175.33
20240505,1,0,0,Reactive,0.0,29.27,175.33
20240506,1,0,0,Preventive,0.0,29.27,175.33
20240507,1,0,0,Preventive,0.0,29.27,175.33
20240508,1,1,273,Preventive,762.44,29.27,175.33
20240509,1,0,0,Preventive,0.0,29.27,175.33
20240510,1,0,0,Reactive,0.0,29.27,175.33
20240511,1,0,0,Preventive,0.0,29.27,175.33
20240512,1,0,0,Reactive,0.0,29.27,175.33
20240513,1,0,0,Preventive,0.0,29.27,175.33
20240514,1,0,0,Preventive,0.0,29.27,175.33
20240515,1,0,0,Reactive,0.0,29.27,175.33
20240516,1,0,0,Preventive,0.0,29.27,175.33
20240517,1,0,0,Preventive,0.0,29.27,175.33
20240518,1,0,0,Preventive,0.0,29.27,175.33
20240519,1,0,0,Preventive,0.0,29.27,175.33
20240520,1,0,0,Preventive,0.0,29.27,175.33
20240521,1,0,0,Reactive,0.0,29.27,175.33
20240522,1,0,0,Preventive,0.0,29.27,175.33
20240523,1,0,0,Preventive,0.0,29.27,175.33
20240524,1,0,0,Preventive,0.0,29.27,175.33
20240525,1,0,0,Preventive,0.0,29.27,175.33
20240526,1,0,0,Preventive,0.0,29.27,175.33
20240527,1,0,0,Preventive,0.0,29.27,175.33
20240528,1,0,0,Reactive,0.0,29.27,175.33
20240529,1,0,0,Reactive,0.0,29.27,175.33
20240530,1,0,0,Preventive,0.0,29.27,175.33
20240531,1,0,0,Reactive,0.0,29.27,175.33
20240601,1,0,0,Reactive,0.0,29.27,175.33
20240602,1,0,0,Preventive,0.0,29.27,175.33
20240603,1,0,0,Preventive,0.0,29.27,175.33
20240604,1,0,0,Preventive,0.0,29.27,175.33
20240605,1,0,0,Reactive,0.0,29.27,175.33
20240606,1,0,0,Preventive,0.0,29.27,175.33
20240607,1,0,0,Reactive,0.0,29.27,175.33
20240608,1,0,0,Reactive,0.0,29.27,175.33
20240609,1,0,0,Preventive,0.0,29.27,175.33
20240610,1,0,0,Preventive,0.0,29.27,175.33
20240611,1,1,82,Preventive,186.48,29.27,175.33
20240612,1,0,0,Reactive,0.0,29.27,175.33
20240613,1,1,158,Preventive,298.46,29.27,175.33
20240614,1,0,0,Preventive,0.0,29.27,175.33
20240615,1,0,0,Preventive,0.0,29.27,175.33
20240616,1,0,0,Preventive,0.0,29.27,175.33
20240617,1,0,0,Preventive,0.0,29.27,175.33
20240618,1,0,0,Preventive,0.0,29.27,175.33
20240619,1,0,0,Preventive,0.0,29.27,175.33
20240620,1,0,0,Reactive,0.0,29.27,175.33
20240621,1,0,0,Preventive,0.0,29.27,175.33
20240622,1,0,0,Reactive,0.0,29.27,175.33
20240623,1,0,0,Preventive,0.0,29.27,175.33
20240624,1,0,0,Preventive,0.0,29.27,175.33
20240625,1,0,0,Preventive,0.0,29.27,175.33
20240626,1,0,0,Preventive,0.0,29.27,175.33
20240627,1,0,0,Preventive,0.0,29.27,175.33
20240628,1,0,0,Preventive,0.0,29.27,175.33
20240629,1,0,0,Preventive,0.0,29.27,175.33
20240630,1,0,0,Reactive,0.0,29.27,175.33
20240701,1,0,0,Preventive,0.0,29.27,175.33
20240702,1,0,0,Preventive,0.0,29.27,175.33
20240703,1,0,0,Reactive,0.0,29.27,175.33
20240704,1,0,0,Preventive,0.0,29.27,175.33
20240705,1,0,0,Preventive,0.0,29.27,175.33
20240706,1,0,0,Reactive,0.0,29.27,175.33
20240707,1,0,0,Preventive,0.0,29.27,175.33
20240708,1,0,0,Preventive,0.0,29.27,175.33
20240709,1,0,0,Preventive,0.0,29.27,175.33
20240710,1,0,0,Reactive,0.0,29.27,175.33
20240711,1,0,0,Preventive,0.0,29.27,175.33
20240712,1,0,0,Preventive,0.0,29.27,175.33
20240713,1,0,0,Preventive,0.0,29.27,175.33
20240714,1,0,0,Reactive,0.0,29.27,175.33
20240715,1,1,28,Reactive,75.94,29.27,175.33
20240716,1,0,0,Reactive,0.0,29.27,175.33
20240717,1,0,0,Preventive,0.0,29.27,175.33
20240718,1,0,0,Preventive,0.0,29.27,175.33
20240719,1,0,0,Preventive,0.0,29.27,175.33
20240720,1,0,0,Preventive,0.0,29.27,175.33
20240721,1,0,0,Reactive,0.0,29.27,175.33
20240722,1,0,0,Reactive,0.0,29.27,175.33
20240723,1,0,0,Reactive,0.0,29.27,175.33
20240724,1,0,0,Reactive,0.0,29.27,175.33
20240725,1,0,0,Preventive,0.0,29.27,175.33
20240726,1,0,0,Reactive,0.0,29.27,175.33
20240727,1,0,0,Preventive,0.0,29.27,175.33
20240728,1,0,0,Reactive,0.0,29.27,175.33
20240729,1,0,0,Preventive,0.0,29.27,175.33
20240730,1,0,0,Preventive,0.0,29.27,175.33
20240731,1,0,0,Preventive,0.0,29.27,175.33
20240801,1,0,0,Reactive,0.0,29.27,175.33
20240802,1,0,0,Preventive,0.0,29.27,175.33
20240803,1,0,0,Preventive,0.0,29.27,175.33
20240804,1,0,0,Reactive,0.0,29.27,175.33
20240805,1,0,0,Preventive,0.0,29.27,175.33
20240806,1,0,0,Reactive,0.0,29.27,175.33
20240807,1,0,0,Reactive,0.0,29.27,175.33
20240808,1,0,0,Preventive,0.0,29.27,175.33
20240809,1,0,0,Preventive,0.0,29.27,175.33
20240810,1,0,0,Reactive,0.0,29.27,175.33
20240811,1,1,169,Reactive,377.55,29.27,175.33
20240812,1,0,0,Preventive,0.0,29.27,175.33
20240813,1,0,0,Preventive,0.0,29.27,175.33
20240814,1,0,0,Preventive,0.0,29.27,175.33
20240815,1,0,0,Preventive,0.0,29.27,175.33
20240816,1,0,0,Preventive,0.0,29.27,175.33
20240817,1,0,0,Preventive,0.0,29.27,175.33
20240818,1,0,0,Reactive,0.0,29.27,175.33
20240819,1,0,0,Preventive,0.0,29.27,175.33
20240820,1,0,0,Preventive,0.0,29.27,175.33
20240821,1,0,0,Preventive,0.0,29.27,175.33
20240822,1,0,0,Preventive,0.0,29.27,175.33
20240823,1,1,222,Reactive,545.15,29.27,175.33
20240824,1,1,173,Preventive,258.54,29.27,175.33
20240825,1,0,0,Reactive,0.0,29.27,175.33
20240826,1,0,0,Reactive,0.0,29.27,175.33
20240827,1,0,0,Preventive,0.0,29.27,175.33
20240828,1,0,0,Preventive,0.0,29.27,175.33
20240829,1,0,0,Reactive,0.0,29.27,175.33
20240830,1,0,0,Preventive,0.0,29.27,175.33
20240831,1,0,0,Preventive,0.0,29.27,175.33
20240901,1,0,0,Preventive,0.0,29.27,175.33
20240902,1,0,0,Preventive,0.0,29.27,175.33
20240903,1,0,0,Preventive,0.0,29.27,175.33
20240904,1,0,0,Preventive,0.0,29.27,175.33
20240905,1,0,0,Preventive,0.0,29.27,175.33
20240906,1,0,0,Preventive,0.0,29.27,175.33
20240907,1,0,0,Reactive,0.0,29.27,175.33
20240908,1,0,0,Reactive,0.0,29.27,175.33
20240909,1,0,0,Preventive,0.0,29.27,175.33
20240910,1,0,0,Reactive,0.0,29.27,175.33
20240911,1,0,0,Preventive,0.0,29.27,175.33
20240912,1,0,0,Preventive,0.0,29.27,175.33
20240913,1,0,0,Reactive,0.0,29.27,175.33
20240914,1,0,0,Reactive,0.0,29.27,175.33
20240915,1,0,0,Preventive,0.0,29.27,175.33
20240916,1,0,0,Preventive,0.0,29.27,175.33
20240917,1,0,0,Preventive,0.0,29.27,175.33
20240918,1,0,0,Preventive,0.0,29.27,175.33
20240919,1,0,0,Preventive,0.0,29.27,175.33
20240920,1,0,0,Reactive,0.0,29.27,175.33
20240921,1,0,0,Preventive,0.0,29.27,175.33
20240922,1,0,0,Preventive,0.0,29.27,175.33
20240923,1,0,0,Reactive,0.0,29.27,175.33
20240924,1,0,0,Preventive,0.0,29.27,175.33
20240925,1,0,0,Preventive,0.0,29.27,175.33
20240926,1,0,0,Reactive,0.0,29.27,175.33
20240927,1,0,0,Preventive,0.0,29.27,175.33
20240928,1,0,0,Preventive,0.0,29.27,175.33
20240929,1,0,0,Preventive,0.0,29.27,175.33
20240930,1,0,0,Preventive,0.0,29.27,175.33
20241001,1,0,0,Reactive,0.0,29.27,175.33
20241002,1,0,0,Reactive,0.0,29.27,175.33
20241003,1,0,0,Preventive,0.0,29.27,175.33
20241004,1,0,0,Reactive,0.0,29.27,175.33
20241005,1,0,0,Preventive,0.0,29.27,175.33
20241006,1,0,0,Preventive,0.0,29.27,175.33
20231007,2,0,0,Reactive,0.0,19.06,156.65
20231008,2,0,0,Reactive,0.0,19.06,156.65
20231009,2,0,0,Reactive,0.0,19.06,156.65
20231010,2,0,0,Preventive,0.0,19.06,156.65
20231011,2,0,0,Preventive,0.0,19.06,156.65
20231012,2,0,0,Preventive,0.0,19.06,156.65
20231013,2,0,0,Reactive,0.0,19.06,156.65
20231014,2,0,0,Reactive,0.0,19.06,156.65
20231015,2,0,0,Preventive,0.0,19.06,156.65
20231016,2,0,0,Preventive,0.0,19.06,156.65
20231017,2,0,0,Preventive,0.0,19.06,156.65
20231018,2,0,0,Reactive,0.0,19.06,156.65
20231019,2,0,0,Reactive,0.0,19.06,156.65
20231020,2,0,0,Reactive,0.0,19.06,156.65
20231021,2,0,0,Preventive,0.0,19.06,156.65
20231022,2,0,0,Preventive,0.0,19.06,156.65
20231023,2,0,0,Reactive,0.0,19.06,156.65
20231024,2,0,0,Preventive,0.0,19.06,156.65
20231025,2,0,0,Reactive,0.0,19.06,156.65
20231026,2,0,0,Preventive,0.0,19.06,156.65
20231027,2,0,0,Preventive,0.0,19.06,156.65
20231028,2,0,0,Preventive,0.0,19.06,156.65
20231029,2,0,0,Preventive,0.0,19.06,156.65
20231030,2,0,0,Preventive,0.0,19.06,156.65
20231031,2,0,0,Preventive,0.0,19.06,156.65
20231101,2,0,0,Reactive,0.0,19.06,156.65
20231102,2,0,0,Reactive,0.0,19.06,156.65
20231103,2,0,0,Reactive,0.0,19.06,156.65
20231104,2,0,0,Preventive,0.0,19.06,156.65
20231105,2,0,0,Preventive,0.0,19.06,156.65
20231106,2,0,0,Preventive,0.0,19.06,156.65
20231107,2,0,0,Preventive,0.0,19.06,156.65
20231108,2,0,0,Reactive,0.0,19.06,156.65
20231109,2,0,0,Preventive,0.0,19.06,156.65
20231110,2,0,0,Reactive,0.0,19.06,156.65
20231111,2,0,0,Preventive,0.0,19.06,156.65
20231112,2,0,0,Preventive,0.0,19.06,156.65
20231113,2,0,0,Preventive,0.0,19.06,156.65
20231114,2,0,0,Reactive,0.0,19.06,156.65
20231115,2,0,0,Preventive,0.0,19.06,156.65
20231116,2,0,0,Reactive,0.0,19.06,156.65
20231117,2,0,0,Preventive,0.0,19.06,156.65
20231118,2,0,0,Preventive,0.0,19.06,156.65
20231119,2,1,10,Preventive,29.65,19.06,156.65
20231120,2,0,0,Preventive,0.0,19.06,156.65
20231121,2,0,0,Reactive,0.0,19.06,156.65
20231122,2,0,0,Preventive,0.0,19.06,156.65
20231123,2,1,147,Preventive,363.16,19.06,156.65
20231124,2,0,0,Preventive,0.0,19.06,156.65
20231125,2,0,0,Preventive,0.0,19.06,156.65
20231126,2,0,0,Preventive,0.0,19.06,156.65
20231127,2,0,0,Preventive,0.0,19.06,156.65
20231128,2,1,130,Reactive,255.37,19.06,156.65
20231129,2,0,0,Reactive,0.0,19.06,156.65
20231130,2,0,0,Preventive,0.0,19.06,156.65
20231201,2,0,0,Preventive,0.0,19.06,156.65
20231202,2,0,0,Preventive,0.0,19.06,156.65
20231203,2,0,0,Preventive,0.0,19.06,156.65
20231204,2,0,0,Preventive,0.0,19.06,156.65
20231205,2,0,0,Preventive,0.0,19.06,156.65
20231206,2,0,0,Preventive,0.0,19.06,156.65
20231207,2,0,0,Preventive,0.0,19.06,156.65
20231208,2,0,0,Reactive,0.0,19.06,156.65
20231209,2,1,123,Preventive,220.71,19.06,156.65
20231210,2,0,0,Reactive,0.0,19.06,156.65
20231211,2,0,0,Preventive,0.0,19.06,156.65
20231212,2,0,0,Preventive,0.0,19.06,156.65
20231213,2,0,0,Reactive,0.0,19.06,156.65
20231214,2,0,0,Preventive,0.0,19.06,156.65
20231215,2,0,0,Reactive,0.0,19.06,156.65
20231216,2,0,0,Preventive,0.0,19.06,156.65
20231217,2,0,0,Preventive,0.0,19.06,156.65
20231218,2,0,0,Reactive,0.0,19.06,156.65
20231219,2,0,0,Preventive,0.0,19.06,156.65
20231220,2,0,0,Preventive,0.0,19.06,156.65
20231221,2,0,0,Preventive,0.0,19.06,156.65
20231222,2,0,0,Preventive,0.0,19.06,156.65
20231223,2,0,0,Preventive,0.0,19.06,156.65
20231224,2,0,0,Preventive,0.0,19.06,156.65
20231225,2,0,0,Reactive,0.0,19.06,156.65
20231226,2,0,0,Preventive,0.0,19.06,156.65
20231227,2,0,0,Reactive,0.0,19.06,156.65
20231228,2,0,0,Preventive,0.0,19.06,156.65
20231229,2,0,0,Reactive,0.0,19.06,156.65
20231230,2,0,0,Reactive,0.0,19.06,156.65
20231231,2,0,0,Preventive,0.0,19.06,156.65
20240101,2,0,0,Preventive,0.0,19.06,156.65
20240102,2,0,0,Reactive,0.0,19.06,156.65
20240103,2,0,0,Reactive,0.0,19.06,156.65
20240104,2,0,0,Reactive,0.0,19.06,156.65
20240105,2,0,0,Reactive,0.0,19.06,156.65
20240106,2,0,0,Reactive,0.0,19.06,156.65
20240107,2,0,0,Reactive,0.0,19.06,156.65
20240108,2,0,0,Reactive,0.0,19.06,156.65
20240109,2,0,0,Reactive,0.0,19.06,156.65
20240110,2,0,0,Preventive,0.0,19.06,156.65
20240111,2,0,0,Preventive,0.0,19.06,156.65
20240112,2,0,0,Preventive,0.0,19.06,156.65
20240113,2,0,0,Reactive,0.0,19.06,156.65
20240114,2,0,0,Preventive,0.0,19.06,156.65
20240115,2,0,0,Preventive,0.0,19.06,156.65
20240116,2,0,0,Preventive,0.0,19.06,156.65
20240117,2,1,182,Reactive,512.91,19.06,156.65
20240118,2,0,0,Preventive,0.0,19.06,156.65
20240119,2,0,0,Preventive,0.0,19.06,156.65
20240120,2,0,0,Preventive,0.0,19.06,156.65
20240121,2,0,0,Preventive,0.0,19.06,156.65
20240122,2,0,0,Preventive,0.0,19.06,156.65
20240123,2,0,0,Reactive,0.0,19.06,156.65
20240124,2,0,0,Preventive,0.0,19.06,156.65
20240125,2,0,0,Reactive,0.0,19.06,156.65
20240126,2,0,0,Reactive,0.0,19.06,156.65
20240127,2,0,0,Preventive,0.0,19.06,156.65
20240128,2,0,0,Reactive,0.0,19.06,156.65
20240129,2,0,0,Preventive,0.0,19.06,156.65
20240130,2,0,0,Preventive,0.0,19.06,156.65
20240131,2,0,0,Preventive,0.0,19.06,156.65
20240201,2,0,0,Preventive,0.0,19.06,156.65
20240202,2,0,0,Reactive,0.0,19.06,156.65
20240203,2,0,0,Reactive,0.0,19.06,156.65
20240204,2,0,0,Preventive,0.0,19.06,156.65
20240205,2,0,0,Reactive,0.0,19.06,156.65
20240206,2,0,0,Preventive,0.0,19.06,156.65
20240207,2,0,0,Preventive,0.0,19.06,156.65
20240208,2,0,0,Preventive,0.0,19.06,156.65
20240209,2,0,0,Preventive,0.0,19.06,156.65
20240210,2,0,0,Reactive,0.0,19.06,156.65
20240211,2,1,184,Preventive,452.59,19.06,156.65
20240212,2,0,0,Preventive,0.0,19.06,156.65
20240213,2,0,0,Preventive,0.0,19.06,156.65
20240214,2,0,0,Preventive,0.0,19.06,156.65
20240215,2,0,0,Preventive,0.0,19.06,156.65
20240216,2,0,0,Preventive,0.0,19.06,156.65
20240217,2,0,0,Preventive,0.0,19.06,156.65
20240218,2,1,139,Preventive,227.95,19.06,156.65
20240219,2,0,0,Preventive,0.0,19.06,156.65
20240220,2,0,0,Preventive,0.0,19.06,156.65
20240221,2,0,0,Preventive,0.0,19.06,156.65
20240222,2,0,0,Preventive,0.0,19.06,156.65
20240223,2,0,0,Reactive,0.0,19.06,156.65
20240224,2,0,0,Preventive,0.0,19.06,156.65
20240225,2,0,0,Reactive,0.0,19.06,156.65
20240226,2,0,0,Reactive,0.0,19.06,156.65
20240227,2,0,0,Preventive,0.0,19.06,156.65
20240228,2,0,0,Reactive,0.0,19.06,156.65
20240229,2,0,0,Reactive,0.0,19.06,156.65
20240301,2,0,0,Preventive,0.0,19.06,156.65
