DateID,ProductID,TotalUnitsProduced,ProductionEfficiencyPercent,DowntimeMinutes,OnTimeDeliveryRatePercent,ProductionCostPerUnit
20231019,5,1113,91.98,60,98.26,11.29
20231019,6,1162,88.43,68,91.61,18.18
20231019,7,1005,96.35,41,90.06,12.87
20231019,8,845,89.9,262,96.32,12.6
20231019,9,987,85.14,192,91.28,12.83
20231019,10,873,91.48,89,91.79,17.54
20231019,11,1077,99.06,271,99.47,11.66
20231019,12,811,86.01,222,90.58,10.75
20231019,13,1009,98.07,221,96.76,14.46
20231019,14,1050,86.95,36,90.66,18.22
20231019,15,1166,92.33,87,90.01,11.59
20231019,16,1025,99.96,128,94.51,11.64
20231019,17,1174,97.39,104,92.21,10.82
20231019,18,883,94.82,56,98.68,19.63
20231019,19,891,95.97,113,93.98,12.74
20231019,20,1186,89.68,87,98.94,12.3
20231020,1,962,85.47,41,95.63,14.72
20231020,2,826,99.52,174,90.91,11.54
20231020,3,826,97.67,228,96.26,11.31
20231020,4,980,98.68,75,94.62,10.01
20231020,5,1072,94.11,257,95.58,12.26
20231020,6,1118,94.77,146,95.9,14.33
20231020,7,863,91.83,101,94.65,16.8
20231020,8,1137,92.2,124,97.22,16.57
20231020,9,1016,97.9,131,99.08,17.24
20231020,10,978,86.57,105,99.87,11.42
20231020,11,879,92.24,121,97.02,15.6
20231020,12,1041,89.9,31,95.34,18.83
20231020,13,876,86.18,132,91.33,15.68
20231020,14,973,95.4,172,92.0,11.67
20231020,15,1104,99.27,152,90.32,19.36
20231020,16,1158,94.19,70,97.09,18.71
20231020,17,977,94.38,113,93.39,18.15
20231020,18,806,94.91,237,95.48,18.17
20231020,19,1182,94.65,217,97.32,10.82
20231020,20,811,88.71,54,98.72,12.19
20231021,1,854,92.05,202,91.82,17.9
20231021,2,982,85.65,111,90.21,16.53
20231021,3,836,99.95,88,96.5,12.0
20231021,4,834,88.31,236,92.58,14.63
20231021,5,1149,99.41,53,94.25,13.46
20231021,6,1163,96.52,181,95.43,15.14
20231021,7,904,91.58,146,93.96,16.06
20231021,8,1134,98.51,291,96.55,19.92
20231021,9,985,98.69,297,93.84,14.66
20231021,10,820,96.0,37,94.05,16.02
20231021,11,1097,88.56,31,91.81,18.54
20231021,12,840,88.71,140,95.93,15.79
20231021,13,883,93.89,174,93.91,19.69
20231021,14,865,97.87,290,93.25,17.73
20231021,15,963,99.55,39,90.73,11.7
20231021,16,892,90.06,286,94.49,15.88
20231021,17,800,88.79,150,96.06,13.57
20231021,18,1003,92.12,149,98.06,15.85
20231021,19,1006,93.37,280,91.12,12.7
20231021,20,929,86.84,49,90.52,16.4
20231022,1,834,91.78,274,90.89,11.03
20231022,2,978,85.62,210,94.8,16.86
20231022,3,925,99.28,214,95.8,12.54
20231022,4,977,90.14,180,90.3,13.08
20231022,5,1135,99.1,37,99.7,10.94
20231022,6,1063,87.34,34,99.63,12.55
20231022,7,992,97.57,247,93.74,10.18
20231022,8,944,97.46,261,97.69,11.13
20231022,9,1144,95.34,30,92.16,16.59
20231022,10,852,95.0,119,93.49,11.59
20231022,11,991,85.72,102,98.66,19.93
20231022,12,1068,96.74,106,92.89,11.09
20231022,13,897,91.06,161,96.68,18.08
20231022,14,881,98.17,158,91.2,15.44
20231022,15,888,89.93,94,93.66,13.96
20231022,16,1115,93.23,253,93.73,12.27
20231022,17,1066,94.05,139,96.43,17.59
20231022,18,1064,90.7,146,98.14,11.09
20231022,19,932,90.98,257,96.08,17.65
20231022,20,1125,96.2,50,91.96,10.08
20231023,1,1102,86.07,232,93.8,11.97
20231023,2,940,90.27,81,96.7,19.3
20231023,3,955,93.09,173,90.9,17.18
20231023,4,801,89.09,161,98.23,15.22
20231023,5,1062,95.22,103,98.0,11.85
20231023,6,1111,96.9,65,94.25,10.87
20231023,7,1109,93.25,202,96.33,19.51
20231023,8,1174,94.57,243,95.94,17.94
20231023,9,1070,94.16,150,98.4,19.0
20231023,10,1007,93.35,97,92.75,18.23
20231023,11,859,95.07,175,97.67,11.5
20231023,12,1041,87.29,78,97.37,18.63
20231023,13,918,93.03,179,90.24,16.42
20231023,14,959,94.57,107,96.32,10.58
20231023,15,1057,89.12,292,96.95,14.04
20231023,16,1173,91.69,270,90.16,13.41
20231023,17,1101,86.56,247,93.37,19.06
20231023,18,908,86.19,261,96.45,15.96
20231023,19,872,89.85,99,93.55,10.69
20231023,20,848,97.48,34,90.7,16.4
20231024,1,1063,98.2,79,96.8,12.31
20231024,2,857,90.0,159,99.94,16.62
20231024,3,1008,99.93,145,90.6,15.62
20231024,4,835,99.42,237,94.09,14.23
20231024,5,854,96.34,174,93.01,19.81
20231024,6,802,98.91,266,91.2,19.74
20231024,7,917,99.89,277,95.4,18.42
20231024,8,948,86.39,260,98.65,16.08
20231024,9,837,87.39,171,91.18,12.27
20231024,10,1036,90.4,287,99.37,15.54
20231024,11,1130,97.38,219,94.47,16.01
20231024,12,1110,87.43,172,99.92,18.51
20231024,13,811,98.96,71,95.4,16.28
20231024,14,957,98.17,187,97.21,11.41
20231024,15,806,89.57,102,93.23,10.23
20231024,16,1146,95.42,235,99.76,16.41
20231024,17,824,93.63,282,98.62,19.23
20231024,18,1069,87.09,267,91.75,15.03
20231024,19,1189,87.2,146,91.22,14.78
20231024,20,824,88.49,202,95.5,19.66
20231025,1,895,93.91,60,95.06,14.4
20231025,2,1115,97.77,189,92.16,16.2
20231025,3,859,90.47,34,97.81,14.6
20231025,4,929,92.27,207,90.58,16.95
20231025,5,882,87.56,178,91.21,13.03
20231025,6,1170,87.67,281,96.18,16.33
20231025,7,839,97.21,250,96.24,15.27
20231025,8,1030,95.86,145,94.05,16.54
20231025,9,806,92.88,43,91.77,13.87
20231025,10,932,85.17,91,94.81,10.19
20231025,11,878,93.73,94,93.24,18.34
20231025,12,1012,87.98,202,90.43,13.71
20231025,13,987,94.69,285,90.98,14.88
20231025,14,995,97.97,141,97.37,14.76
20231025,15,1032,94.21,71,97.85,18.92
20231025,16,904,86.53,149,93.15,16.88
20231025,17,859,86.15,126,98.41,10.38
20231025,18,1031,91.92,232,94.95,13.86
20231025,19,1013,94.55,108,98.89,14.51
20231025,20,972,87.25,116,96.8,10.42
20231026,1,886,95.74,138,98.02,11.05
20231026,2,816,99.35,261,93.53,12.97
20231026,3,938,99.56,240,96.61,11.85
20231026,4,1060,93.24,37,92.65,10.21
20231026,5,1167,99.52,252,97.82,12.28
20231026,6,1128,90.73,78,92.55,12.61
20231026,7,904,94.66,148,90.42,19.68
20231026,8,948,86.88,287,96.02,15.82
20231026,9,1150,92.81,255,91.28,13.38
20231026,10,982,86.43,153,93.89,11.64
20231026,11,1012,95.14,203,90.13,19.92
20231026,12,921,97.24,148,98.79,12.58
20231026,13,817,94.54,178,99.78,17.48
20231026,14,1037,96.65,265,90.54,13.2
20231026,15,949,99.77,51,95.4,17.28
20231026,16,1057,86.98,79,92.14,15.06
20231026,17,887,90.14,200,97.58,17.43
20231026,18,802,89.46,48,91.52,10.94
20231026,19,907,94.54,157,94.34,11.61
20231026,20,985,85.14,158,97.42,18.81
20231027,1,1187,86.49,253,98.8,16.58
20231027,2,809,96.14,260,96.15,16.88
20231027,3,911,96.76,115,98.48,18.4
20231027,4,811,96.19,43,97.5,17.59
20231027,5,819,89.9,272,98.42,14.7
20231027,6,1010,99.95,161,93.85,16.43
20231027,7,1193,98.29,256,91.38,16.63
20231027,8,1109,95.43,231,96.2,13.55
20231027,9,856,90.82,148,98.74,15.1
20231027,10,802,85.97,215,95.61,15.61
20231027,11,1053,92.3,187,98.05,12.7
20231027,12,859,89.83,240,90.59,13.34
20231027,13,829,99.73,146,97.89,15.17
20231027,14,972,87.21,212,97.36,12.36
20231027,15,1118,88.31,280,98.01,17.67
20231027,16,1112,99.0,190,94.21,16.36
20231027,17,1039,87.67,227,99.91,17.47
20231027,18,1158,93.58,90,99.8,11.65
20231027,19,906,85.36,283,95.86,16.98
20231027,20,1164,96.74,64,94.3,18.73
20231028,1,1148,91.93,78,94.35,19.37
20231028,2,1155,87.0,289,90.5,19.04
20231028,3,928,96.7,129,97.66,11.59
20231028,4,1115,86.97,86,97.51,16.57
20231028,5,835,85.2,135,92.82,12.62
20231028,6,962,89.13,299,92.5,12.72
20231028,7,981,91.43,246,97.77,10.65
20231028,8,1100,97.8,136,90.63,19.06
20231028,9,820,92.99,36,90.86,12.37
20231028,10,959,94.96,177,91.28,18.82
20231028,11,953,91.28,171,97.31,19.81
20231028,12,881,87.17,116,91.98,15.65
20231028,13,1170,99.58,190,91.51,12.25
20231028,14,1126,95.26,110,99.81,12.27
20231028,15,827,95.84,198,97.92,15.49
20231028,16,897,86.23,227,98.47,14.29
20231028,17,804,99.19,141,92.16,10.98
20231028,18,943,91.18,154,97.49,12.91
20231028,19,1093,97.1,167,99.78,17.94
20231028,20,848,88.02,49,95.45,17.58
20231029,1,1171,92.79,261,98.78,18.8
20231029,2,891,88.83,197,99.85,17.72
20231029,3,865,85.98,283,93.44,12.82
20231029,4,841,92.47,291,93.72,14.52
20231029,5,1178,90.71,226,99.64,12.04
20231029,6,873,86.41,193,92.76,13.12
20231029,7,1192,90.94,267,95.33,11.58
20231029,8,1067,87.49,288,98.97,11.69
20231029,9,1019,88.03,37,98.94,16.54
20231029,10,906,89.7,275,98.57,11.18
20231029,11,1194,92.58,45,99.88,14.85
20231029,12,820,95.88,191,91.66,18.82
20231029,13,1022,94.84,157,90.13,15.6
20231029,14,1152,85.44,183,90.79,17.31
20231029,15,988,90.05,294,98.19,15.41
20231029,16,1010,96.39,242,92.54,18.19
20231029,17,875,90.03,185,98.26,11.01
20231029,18,962,87.13,70,97.4,11.91
20231029,19,874,94.77,205,95.77,17.38
20231029,20,907,92.07,241,97.39,11.06
20231030,1,1047,86.04,230,96.55,19.92
20231030,2,1046,89.19,220,93.4,18.66
20231030,3,1102,89.58,220,90.69,17.63
20231030,4,1101,96.39,68,98.07,10.59
20231030,5,1006,88.9,254,98.74,10.0
20231030,6,890,90.85,75,94.6,18.65
20231030,7,1127,86.93,176,99.77,11.11
20231030,8,883,85.27,299,99.18,12.8
20231030,9,882,99.59,230,98.39,19.82
20231030,10,1005,95.9,280,96.28,15.33
20231030,11,1074,98.09,149,97.04,15.41
20231030,12,1085,85.69,190,94.69,13.01
20231030,13,1002,86.11,251,95.99,10.64
20231030,14,1063,98.16,154,95.93,18.92
20231030,15,926,94.39,45,92.4,17.95
20231030,16,957,91.44,296,99.95,18.56
20231030,17,1054,94.88,201,91.15,10.94
20231030,18,1192,95.04,245,99.56,10.25
20231030,19,1142,91.46,105,94.64,11.38
20231030,20,946,98.39,122,91.71,19.48
20231031,1,837,93.88,186,96.4,16.76
20231031,2,1147,86.56,105,94.88,16.52
20231031,3,993,89.07,286,92.69,14.07
20231031,4,1013,88.82,90,94.72,10.46
20231031,5,935,88.58,122,94.73,16.23
20231031,6,941,94.16,266,94.74,15.91
20231031,7,988,85.08,219,98.33,18.44
20231031,8,1152,90.08,274,95.72,15.13
20231031,9,1162,85.67,262,93.97,10.87
20231031,10,840,97.27,88,95.07,18.74
20231031,11,1196,95.13,176,94.51,19.29
20231031,12,844,90.92,137,97.3,18.82
20231031,13,908,94.12,269,92.97,17.18
20231031,14,1049,95.82,182,96.36,10.51
20231031,15,1014,85.61,175,91.14,13.84
20231031,16,926,94.94,176,95.96,15.5
20231031,17,912,86.07,272,93.55,19.42
20231031,18,1084,95.18,295,95.02,11.39
20231031,19,1000,94.19,57,91.72,16.38
20231031,20,916,98.54,195,98.29,19.91
20231101,1,1057,85.18,297,92.95,14.86
20231101,2,1100,90.99,242,98.08,12.16
20231101,3,1078,97.25,136,94.3,16.73
20231101,4,1174,93.14,151,95.9,12.26
20231101,5,1087,97.34,185,95.79,17.59
20231101,6,822,89.78,77,90.12,13.7
20231101,7,917,95.58,196,95.12,11.66
20231101,8,806,87.14,85,97.62,19.47
20231101,9,1074,85.38,155,95.96,11.01
20231101,10,863,94.09,205,92.18,19.88
20231101,11,1120,86.58,142,91.41,14.86
20231101,12,1175,99.66,96,99.64,13.84
20231101,13,954,88.13,263,93.95,13.13
20231101,14,924,91.88,59,91.3,18.35
20231101,15,836,99.34,64,98.88,16.03
20231101,16,1000,99.76,106,96.07,11.52
20231101,17,908,99.56,97,99.8,14.78
20231101,18,1196,93.13,71,98.27,17.09
20231101,19,1049,85.86,50,99.66,15.58
20231101,20,1184,93.71,154,94.44,16.26
20231102,1,938,88.11,128,98.8,16.23
20231102,2,1048,96.89,194,97.31,11.48
20231102,3,804,92.13,193,99.07,11.32
20231102,4,890,98.64,296,93.53,14.58
20231102,5,1045,86.96,34,97.94,12.76
20231102,6,845,85.52,99,91.49,14.63
20231102,7,1103,86.41,99,95.89,13.75
20231102,8,901,92.84,245,94.41,16.06
20231102,9,991,92.38,271,97.26,18.94
20231102,10,1018,91.11,204,97.65,15.74
20231102,11,1164,92.15,145,90.03,16.4
20231102,12,1024,98.4,176,93.12,12.56
20231102,13,1124,92.66,218,99.26,10.19
20231102,14,821,95.32,200,98.72,15.27
20231102,15,1119,89.49,233,98.04,12.79
20231102,16,983,92.93,251,90.09,19.98
20231102,17,1063,99.92,59,90.14,17.38
20231102,18,824,94.49,66,90.06,19.37
20231102,19,987,94.88,156,98.84,17.0
20231102,20,990,86.33,294,97.23,12.8
20231103,1,1059,91.11,104,93.49,11.11
20231103,2,987,93.66,74,99.55,15.23
20231103,3,815,95.23,174,95.01,17.95
20231103,4,943,92.17,42,96.67,12.11
20231103,5,1089,89.22,244,99.29,14.05
20231103,6,826,85.33,260,94.76,12.26
20231103,7,1032,88.29,298,96.03,13.58
20231103,8,1112,96.39,60,98.89,15.03
20231103,9,873,93.79,83,90.72,16.83
20231103,10,813,91.95,82,98.04,15.53
20231103,11,990,86.8,88,97.75,12.71
20231103,12,918,87.38,277,96.3,10.54
20231103,13,1003,91.04,270,95.11,10.47
20231103,14,895,93.9,238,90.63,18.39
20231103,15,1189,88.7,186,99.31,18.27
20231103,16,906,89.06,191,93.13,17.89
20231103,17,1198,99.14,112,99.1,13.77
20231103,18,978,86.34,215,90.42,15.65
20231103,19,1115,94.49,149,96.76,11.39
20231103,20,1012,95.7,42,91.83,12.78
20231104,1,810,99.26,123,92.69,14.75
20231104,2,1010,94.66,130,94.99,13.85
20231104,3,840,92.14,175,96.34,17.71
20231104,4,1160,85.79,42,94.17,18.22
20231104,5,830,95.79,166,96.57,14.72
20231104,6,899,95.17,202,90.36,13.95
20231104,7,1063,94.77,32,93.16,16.45
20231104,8,948,95.23,94,98.9,12.87
20231104,9,1026,95.0,78,91.12,15.16
20231104,10,843,86.5,103,90.15,13.79
20231104,11,1079,97.57,167,90.31,17.36
20231104,12,901,92.96,211,92.67,17.25
20231104,13,1027,85.62,259,97.62,14.55
20231104,14,1071,96.59,133,91.32,18.57
20231104,15,980,86.15,204,98.07,11.2
20231104,16,933,91.53,253,92.93,17.73
20231104,17,806,90.22,155,95.71,15.68
20231104,18,1172,94.7,164,98.79,16.76
20231104,19,959,98.48,254,96.06,12.91
20231104,20,844,90.97,161,98.99,17.1
20231105,1,956,88.7,234,97.47,14.74
20231105,2,1017,93.73,133,99.43,17.85
20231105,3,895,94.76,172,95.61,17.77
20231105,4,816,88.38,228,91.41,16.22
20231105,5,1193,89.73,296,99.82,15.27
20231105,6,867,90.82,78,99.47,13.37
20231105,7,987,93.08,188,97.08,10.62
20231105,8,1040,98.96,113,96.31,14.48
20231105,9,853,91.23,255,92.42,15.01
20231105,10,1076,99.43,91,98.07,14.6
20231105,11,1001,87.7,252,90.44,11.66
20231105,12,892,92.22,264,96.74,11.37
20231105,13,1130,96.9,40,93.92,16.59
20231105,14,968,87.95,281,99.95,17.12
20231105,15,889,92.84,168,94.59,19.19
20231105,16,1110,88.21,183,90.14,18.29
20231105,17,1084,98.62,136,93.95,19.53
20231105,18,1046,90.89,37,97.73,13.1
20231105,19,893,94.61,68,97.81,19.6
20231105,20,1041,96.57,115,96.03,18.35
20231106,1,835,90.36,185,92.29,16.34
20231106,2,1015,97.12,84,97.29,10.95
20231106,3,900,88.69,170,90.0,19.01
20231106,4,1047,99.85,63,99.93,10.45
20231106,5,892,92.22,146,90.33,10.58
20231106,6,1158,93.66,235,96.22,19.92
20231106,7,1148,93.46,120,94.16,18.47
20231106,8,1056,87.87,145,90.28,18.4
20231106,9,840,85.58,222,91.75,18.67
20231106,10,1036,88.37,97,95.82,14.37
20231106,11,948,92.75,138,93.53,18.94
20231106,12,1126,97.69,162,94.19,17.8
20231106,13,1161,98.33,271,92.05,15.91
20231106,14,840,89.44,141,98.55,12.07
20231106,15,1123,89.43,224,90.95,18.27
20231106,16,988,95.9,53,93.53,18.25
