DateID,ProductID,StockLevel,DaysOfInventoryOnHand,InventoryCarryingCost,StockOutOccurrence,OverstockOccurrence
20231012,7,231,18,129.35,0,0
20231012,8,381,15,201.51,0,0
20231012,9,424,33,629.95,0,1
20231012,10,482,54,636.67,0,0
20231012,11,239,53,338.33,0,0
20231012,12,68,11,121.49,0,1
20231012,13,406,46,380.4,0,0
20231012,14,363,13,309.83,0,0
20231012,15,220,10,422.47,0,1
20231012,16,478,48,282.49,0,0
20231012,17,354,17,198.84,0,0
20231012,18,226,28,338.47,0,0
20231012,19,399,23,779.26,0,0
20231012,20,271,16,427.8,0,0
20231013,1,228,21,342.12,0,1
20231013,2,182,37,273.65,0,0
20231013,3,63,32,41.96,0,0
20231013,4,428,10,786.13,0,0
20231013,5,370,33,294.95,0,0
20231013,6,463,50,573.01,0,0
20231013,7,359,46,506.7,1,0
20231013,8,300,14,445.86,0,0
20231013,9,77,39,106.93,0,0
20231013,10,418,35,359.87,0,0
20231013,11,402,52,562.46,0,0
20231013,12,298,30,352.38,0,0
20231013,13,211,51,208.04,0,0
20231013,14,331,40,613.7,0,0
20231013,15,428,47,555.94,0,1
20231013,16,224,36,178.4,0,0
20231013,17,426,37,513.86,0,0
20231013,18,322,37,273.54,0,0
20231013,19,415,12,829.85,0,0
20231013,20,130,20,232.27,0,0
20231014,1,352,34,255.98,0,0
20231014,2,336,17,234.44,0,0
20231014,3,182,18,285.83,0,0
20231014,4,339,59,330.37,0,0
20231014,5,280,32,142.66,0,0
20231014,6,416,44,562.88,0,0
20231014,7,463,16,282.36,0,0
20231014,8,279,52,379.63,0,0
20231014,9,420,18,254.86,0,0
20231014,10,297,24,248.65,0,0
20231014,11,96,27,131.78,0,0
20231014,12,465,25,441.06,0,0
20231014,13,133,22,170.78,0,1
20231014,14,146,29,158.69,0,0
20231014,15,328,56,621.25,0,0
20231014,16,284,36,274.1,0,0
20231014,17,392,30,213.64,0,0
20231014,18,117,28,119.65,0,0
20231014,19,137,19,205.13,0,0
20231014,20,486,33,892.22,0,0
20231015,1,216,13,328.42,0,1
20231015,2,192,17,195.47,0,0
20231015,3,269,59,336.01,0,0
20231015,4,493,40,529.83,0,0
20231015,5,494,21,873.13,0,0
20231015,6,232,14,389.26,0,0
20231015,7,301,25,501.97,0,0
20231015,8,341,24,280.49,0,0
20231015,9,189,48,226.83,0,0
20231015,10,459,27,584.85,0,0
20231015,11,362,24,259.62,0,1
20231015,12,387,38,373.01,0,0
20231015,13,312,22,599.61,0,0
20231015,14,156,38,170.2,0,0
20231015,15,77,35,60.24,0,0
20231015,16,462,50,349.53,0,0
20231015,17,276,36,226.69,0,0
20231015,18,470,55,856.28,0,0
20231015,19,113,48,67.02,0,0
20231015,20,149,39,218.92,0,0
20231016,1,410,35,742.04,0,0
20231016,2,306,46,229.96,0,0
20231016,3,421,17,446.42,0,0
20231016,4,322,25,259.44,1,0
20231016,5,271,42,531.76,0,0
20231016,6,113,50,219.42,0,0
20231016,7,343,13,661.99,0,0
20231016,8,326,16,497.48,0,0
20231016,9,452,58,556.26,0,0
20231016,10,379,51,691.76,0,0
20231016,11,181,30,242.04,0,0
20231016,12,236,25,183.92,0,0
20231016,13,481,48,350.58,0,0
20231016,14,304,13,398.58,0,0
20231016,15,151,30,161.5,0,0
20231016,16,314,10,525.45,0,0
20231016,17,336,49,217.9,0,0
20231016,18,495,15,276.74,0,0
20231016,19,175,45,164.73,0,0
20231016,20,472,21,914.29,0,0
20231017,1,96,11,156.67,0,0
20231017,2,492,46,270.03,0,0
20231017,3,211,43,191.42,0,0
20231017,4,357,45,620.4,0,0
20231017,5,347,31,392.2,0,0
20231017,6,312,56,411.12,0,0
20231017,7,189,56,353.71,0,0
20231017,8,69,29,101.83,0,0
20231017,9,104,57,151.35,0,0
20231017,10,174,51,184.78,0,0
20231017,11,411,37,331.22,0,0
20231017,12,466,58,545.03,0,0
20231017,13,109,38,60.04,0,0
20231017,14,153,59,127.24,0,0
20231017,15,159,18,175.28,0,0
20231017,16,261,57,337.31,0,0
20231017,17,361,16,283.14,0,0
20231017,18,421,22,497.47,0,0
20231017,19,196,34,183.88,0,0
20231017,20,264,58,312.05,0,0
20231018,1,478,58,935.63,0,0
20231018,2,261,59,296.81,0,0
20231018,3,312,26,390.2,1,0
20231018,4,450,57,889.93,0,0
20231018,5,243,25,145.32,0,0
20231018,6,378,23,362.36,0,0
20231018,7,230,18,154.77,0,0
20231018,8,121,19,183.46,0,0
20231018,9,369,43,521.63,0,0
20231018,10,322,58,293.88,0,0
20231018,11,342,20,263.8,0,0
20231018,12,388,36,405.89,0,0
20231018,13,166,39,282.38,0,0
20231018,14,73,27,87.31,0,0
20231018,15,130,38,88.51,0,0
20231018,16,476,55,478.35,1,0
20231018,17,81,26,121.76,0,0
20231018,18,372,52,713.73,0,0
20231018,19,98,42,181.91,0,0
20231018,20,225,11,352.31,0,0
20231019,1,229,53,456.02,0,0
20231019,2,239,45,203.24,0,0
20231019,3,490,26,834.14,0,0
20231019,4,355,53,638.28,0,0
20231019,5,240,10,126.33,0,0
20231019,6,379,12,377.57,0,0
20231019,7,204,17,253.48,0,0
20231019,8,164,16,105.31,0,0
20231019,9,179,13,155.73,1,0
20231019,10,264,35,331.58,0,0
20231019,11,63,41,77.34,1,0
20231019,12,91,46,70.52,0,0
20231019,13,437,19,330.26,0,0
20231019,14,190,28,124.03,0,0
20231019,15,135,49,203.36,0,1
20231019,16,159,16,164.8,0,0
20231019,17,480,31,410.25,0,0
20231019,18,98,57,186.27,0,0
20231019,19,130,21,166.6,1,0
20231019,20,136,53,196.63,1,0
20231020,1,366,35,230.2,0,0
20231020,2,169,25,268.14,0,0
20231020,3,262,14,212.29,0,0
20231020,4,326,14,613.21,0,0
20231020,5,114,40,66.19,1,0
20231020,6,151,26,198.36,0,0
20231020,7,414,11,467.4,0,0
20231020,8,374,38,438.29,0,0
20231020,9,241,24,232.62,0,0
20231020,10,422,27,229.41,0,0
20231020,11,101,19,63.38,0,0
20231020,12,270,54,324.11,0,0
20231020,13,180,18,253.53,0,0
20231020,14,407,15,744.43,0,0
20231020,15,218,31,275.08,0,0
20231020,16,476,54,602.08,0,0
20231020,17,459,35,443.44,0,0
20231020,18,311,11,323.67,0,0
20231020,19,220,10,153.51,0,0
20231020,20,344,50,503.62,0,0
20231021,1,175,43,217.02,0,0
20231021,2,468,45,462.24,0,1
20231021,3,58,28,67.61,0,0
20231021,4,156,56,187.0,0,0
20231021,5,63,22,116.6,0,0
20231021,6,126,53,166.21,0,0
20231021,7,103,33,57.94,0,0
20231021,8,249,21,317.75,0,0
20231021,9,226,35,203.69,0,0
20231021,10,487,33,964.48,0,0
20231021,11,234,39,266.99,0,0
20231021,12,164,56,86.27,0,0
20231021,13,419,47,425.16,0,0
20231021,14,222,55,382.92,0,0
20231021,15,339,13,470.38,0,0
20231021,16,106,14,161.85,0,0
20231021,17,377,16,687.93,0,0
20231021,18,98,57,91.76,0,0
20231021,19,303,12,433.22,0,0
20231021,20,481,39,848.73,0,1
20231022,1,66,48,125.12,0,0
20231022,2,365,49,293.11,0,0
20231022,3,348,44,327.73,0,0
20231022,4,70,36,45.49,0,0
20231022,5,93,17,90.49,0,0
20231022,6,149,33,191.89,0,0
20231022,7,476,37,341.73,0,0
20231022,8,143,18,150.13,0,0
20231022,9,62,26,121.43,0,1
20231022,10,243,20,200.91,0,0
20231022,11,351,36,516.62,0,0
20231022,12,304,47,271.29,0,0
20231022,13,248,19,468.85,0,0
20231022,14,440,18,748.26,0,0
20231022,15,227,49,442.72,0,0
20231022,16,123,38,222.97,0,1
20231022,17,226,27,185.21,0,0
20231022,18,137,56,206.93,0,0
20231022,19,164,56,105.5,0,0
20231022,20,177,37,248.27,0,0
20231023,1,88,49,157.35,0,0
20231023,2,295,54,444.41,0,0
20231023,3,340,39,626.38,0,0
20231023,4,285,27,158.2,0,0
20231023,5,312,56,270.47,0,0
20231023,6,473,21,535.11,0,0
20231023,7,295,40,251.95,0,0
20231023,8,494,31,259.89,0,0
20231023,9,63,39,90.45,0,0
20231023,10,367,54,352.29,0,0
20231023,11,483,20,592.04,0,0
20231023,12,488,19,532.22,1,0
20231023,13,406,30,743.56,0,0
20231023,14,300,45,228.89,0,0
20231023,15,477,56,936.02,0,0
20231023,16,424,40,449.42,0,0
20231023,17,489,25,283.53,0,0
20231023,18,227,28,393.01,0,1
20231023,19,81,38,106.96,0,0
20231023,20,224,18,394.26,0,0
20231024,1,70,15,131.65,0,0
20231024,2,280,24,365.7,0,0
20231024,3,378,43,574.35,0,0
20231024,4,335,21,552.99,0,0
20231024,5,198,36,369.15,0,0
20231024,6,203,34,341.83,0,0
20231024,7,461,48,818.86,0,0
20231024,8,59,31,65.28,0,1
20231024,9,220,22,159.25,0,0
20231024,10,108,40,144.84,0,0
20231024,11,253,44,345.02,0,0
20231024,12,211,31,165.93,0,0
20231024,13,426,53,784.91,0,0
20231024,14,238,51,300.72,0,0
20231024,15,148,46,202.52,0,0
20231024,16,448,44,890.84,0,0
20231024,17,346,17,466.99,0,0
20231024,18,291,26,235.23,0,0
20231024,19,303,54,372.67,0,0
20231024,20,360,12,437.29,0,0
20231025,1,405,22,384.94,0,0
20231025,2,146,39,87.66,0,0
20231025,3,158,57,99.13,0,0
20231025,4,165,12,225.05,0,0
20231025,5,350,27,285.75,0,0
20231025,6,247,36,434.29,0,0
20231025,7,216,41,257.69,0,0
20231025,8,131,55,163.23,0,0
20231025,9,288,52,331.72,0,0
20231025,10,421,20,686.35,0,0
20231025,11,436,10,308.91,0,0
20231025,12,255,53,498.7,0,0
20231025,13,207,27,374.15,0,0
20231025,14,109,39,97.33,0,0
20231025,15,207,41,128.35,0,0
20231025,16,451,47,288.08,0,0
20231025,17,157,13,151.92,0,0
20231025,18,403,28,601.67,0,0
20231025,19,138,31,254.7,0,0
20231025,20,268,29,269.76,0,0
20231026,1,484,10,294.51,0,0
20231026,2,173,38,212.22,0,0
20231026,3,450,23,301.49,0,0
20231026,4,53,35,92.72,0,0
20231026,5,384,40,346.33,0,0
20231026,6,94,18,92.32,0,0
20231026,7,489,13,775.62,0,0
20231026,8,64,17,71.91,0,0
20231026,9,90,37,147.25,0,0
20231026,10,236,42,195.27,0,0
20231026,11,161,34,86.6,1,0
20231026,12,392,19,389.1,0,0
20231026,13,99,15,113.88,0,0
20231026,14,259,42,215.4,0,0
20231026,15,226,22,448.81,0,0
20231026,16,498,16,335.75,0,0
20231026,17,209,56,180.01,0,0
20231026,18,238,30,156.88,0,0
20231026,19,285,57,375.57,0,0
20231026,20,389,40,381.72,0,1
20231027,1,246,30,324.66,0,0
20231027,2,496,39,324.68,0,0
20231027,3,362,44,206.21,0,0
20231027,4,227,36,350.66,0,1
20231027,5,270,26,479.13,0,0
20231027,6,62,12,57.47,0,0
20231027,7,452,40,754.69,0,0
20231027,8,107,26,187.41,0,0
20231027,9,212,53,334.34,0,0
20231027,10,133,18,214.1,0,0
20231027,11,144,45,164.16,0,1
20231027,12,265,45,353.09,0,0
20231027,13,223,58,445.46,0,0
20231027,14,335,42,589.81,0,0
20231027,15,274,58,328.94,0,0
20231027,16,186,41,118.91,0,0
20231027,17,77,38,76.56,0,0
20231027,18,236,42,408.68,0,0
20231027,19,379,17,282.27,0,0
20231027,20,335,12,508.73,1,0
20231028,1,385,37,527.14,0,0
20231028,2,406,42,464.66,0,0
20231028,3,221,59,214.29,0,0
20231028,4,335,49,433.1,0,0
20231028,5,347,22,193.23,0,0
20231028,6,323,24,622.18,0,0
20231028,7,336,23,216.83,0,0
20231028,8,203,45,255.63,0,0
20231028,9,157,42,260.3,1,0
20231028,10,414,30,420.9,0,0
20231028,11,205,59,398.81,0,0
20231028,12,56,47,71.09,0,0
20231028,13,492,22,762.29,0,0
20231028,14,297,55,438.63,0,0
20231028,15,234,44,143.34,1,0
20231028,16,275,34,265.95,0,0
20231028,17,151,31,180.18,0,0
20231028,18,489,44,440.56,1,0
20231028,19,461,25,739.75,0,0
20231028,20,198,57,134.15,0,0
20231029,1,127,47,240.19,0,1
20231029,2,247,56,217.82,0,0
20231029,3,376,29,545.87,0,0
20231029,4,83,56,47.09,0,0
20231029,5,382,19,763.16,0,0
20231029,6,360,55,436.14,0,0
20231029,7,114,10,95.49,0,0
20231029,8,464,41,896.06,0,0
20231029,9,361,20,342.52,0,0
20231029,10,83,16,108.98,0,0
20231029,11,157,35,94.59,0,0
20231029,12,50,26,46.57,0,0
20231029,13,81,37,87.37,0,0
20231029,14,142,31,150.18,0,0
20231029,15,219,26,198.01,0,0
20231029,16,127,38,66.14,0,0
20231029,17,164,31,152.71,0,0
20231029,18,200,32,130.98,0,0
20231029,19,402,37,457.42,0,0
20231029,20,225,27,408.87,0,0
20231030,1,408,26,213.22,0,0
20231030,2,231,26,189.57,0,0
20231030,3,244,50,158.89,1,1
20231030,4,142,43,206.55,0,0
20231030,5,298,53,560.83,0,0
20231030,6,159,33,263.98,0,0
20231030,7,465,51,429.66,0,0
20231030,8,348,46,368.13,0,0
20231030,9,162,47,230.15,0,0
20231030,10,243,46,465.16,0,0
20231030,11,145,59,207.18,0,0
20231030,12,65,15,76.24,0,0
20231030,13,146,19,126.59,0,0
20231030,14,440,11,290.23,0,1
20231030,15,129,54,109.51,0,0
20231030,16,412,24,424.11,0,0
20231030,17,476,23,312.63,0,0
20231030,18,67,35,49.87,0,0
20231030,19,298,17,466.98,0,0
20231030,20,329,23,231.11,0,0
20231031,1,211,34,171.15,0,0
20231031,2,450,36,227.96,0,0
20231031,3,436,19,314.51,0,0
20231031,4,337,40,602.63,0,0
20231031,5,472,30,264.32,0,0
20231031,6,205,55,332.34,0,0
20231031,7,339,14,514.76,0,1
20231031,8,69,58,112.3,0,0
20231031,9,302,28,417.89,0,0
20231031,10,180,27,323.82,0,0
20231031,11,413,16,736.53,0,0
20231031,12,424,16,477.09,0,0
20231031,13,396,44,469.73,0,0
20231031,14,319,55,433.01,0,0
20231031,15,445,35,531.8,0,0
20231031,16,243,43,211.23,0,0
20231031,17,52,26,77.26,0,0
20231031,18,57,48,72.04,0,0
20231031,19,466,25,520.24,0,0
20231031,20,163,59,245.47,1,0
20231101,1,427,38,555.36,0,0
20231101,2,444,27,767.21,0,0
20231101,3,179,38,348.13,0,0
20231101,4,432,17,819.58,0,0
20231101,5,97,37,113.35,0,0
20231101,6,327,58,262.66,0,0
20231101,7,81,58,117.69,0,0
20231101,8,57,17,111.89,0,0
20231101,9,218,40,344.55,0,0
20231101,10,408,22,217.42,0,0
20231101,11,52,19,100.89,0,0
20231101,12,360,38,194.28,0,0
20231101,13,239,58,365.65,0,0
20231101,14,192,17,378.21,1,0
20231101,15,69,26,58.66,0,0
20231101,16,93,36,52.4,0,0
20231101,17,266,23,311.62,0,0
20231101,18,435,31,550.32,0,0
20231101,19,416,47,743.18,0,0
20231101,20,231,30,326.47,0,0
20231102,1,126,48,212.9,0,0
20231102,2,366,59,297.47,0,0
20231102,3,390,15,708.77,0,0
20231102,4,146,40,101.75,0,1
20231102,5,144,19,154.55,0,0
20231102,6,262,34,448.25,0,0
20231102,7,379,34,509.16,0,0
20231102,8,408,24,557.19,0,0
20231102,9,190,25,95.84,0,0
20231102,10,115,11,214.33,0,0
20231102,11,124,34,224.94,0,0
20231102,12,231,43,441.2,0,0
20231102,13,411,40,421.33,0,0
20231102,14,298,50,543.93,0,0
20231102,15,342,21,291.17,0,0
20231102,16,102,40,116.02,0,0
20231102,17,423,25,560.33,0,0
20231102,18,273,38,373.29,1,0
20231102,19,116,10,209.17,0,0
20231102,20,114,15,197.73,0,0
20231103,1,302,15,190.91,0,0
20231103,2,136,56,149.61,0,0
20231103,3,367,40,507.46,0,0
20231103,4,88,28,90.5,0,0
20231103,5,182,40,321.35,0,0
20231103,6,78,21,76.96,0,0
20231103,7,464,33,774.35,0,0
20231103,8,389,51,613.97,0,0
20231103,9,153,20,101.99,0,0
20231103,10,326,30,628.51,0,0
20231103,11,419,47,563.55,0,0
20231103,12,289,27,440.99,0,0
20231103,13,464,51,518.82,0,0
20231103,14,462,45,904.31,0,0
20231103,15,201,52,128.54,0,0
20231103,16,221,37,232.35,0,0
20231103,17,408,38,592.11,0,0
20231103,18,447,16,788.19,0,0
20231103,19,444,56,514.65,0,0
20231103,20,272,30,233.9,0,0
20231104,1,331,32,168.36,0,0
20231104,2,117,44,219.25,0,0
20231104,3,204,55,345.36,0,0
20231104,4,145,37,171.37,0,0
20231104,5,116,25,141.92,0,0
20231104,6,196,27,300.03,0,0
20231104,7,205,30,360.59,0,0
20231104,8,389,39,762.05,0,0
20231104,9,133,47,142.71,0,0
20231104,10,73,59,143.08,0,0
20231104,11,461,50,661.22,0,0
20231104,12,489,42,899.59,0,0
20231104,13,451,23,778.55,0,0
20231104,14,118,57,202.82,0,0
20231104,15,374,20,519.99,0,0
20231104,16,262,10,354.65,0,0
20231104,17,350,54,563.85,0,0
20231104,18,314,22,220.53,0,0
20231104,19,64,28,84.32,0,0
20231104,20,127,24,177.32,0,0
20231105,1,214,58,334.82,0,0
20231105,2,443,33,593.26,0,0
20231105,3,423,50,809.09,0,0
20231105,4,370,16,351.53,1,1
20231105,5,463,11,445.36,1,0
20231105,6,236,38,233.53,1,0
20231105,7,84,59,153.23,0,0
20231105,8,431,19,331.61,0,0
20231105,9,441,49,484.95,0,0
20231105,10,412,41,530.85,0,0
20231105,11,369,46,544.87,0,0
20231105,12,485,41,592.48,0,0
20231105,13,352,33,507.22,0,0
20231105,14,83,19,162.39,0,0
20231105,15,383,39,628.91,0,0
20231105,16,463,38,686.49,0,0
20231105,17,438,43,596.77,0,0
20231105,18,344,31,339.19,0,0
20231105,19,111,52,203.23,0,0
20231105,20,246,30,317.52,0,0
20231106,1,363,29,332.28,0,0
20231106,2,485,12,281.36,0,0
20231106,3,64,39,107.44,0,0
20231106,4,399,24,443.49,0,0
20231106,5,453,41,710.62,0,0
20231106,6,322,12,387.54,0,0
20231106,7,415,52,343.37,0,0
20231106,8,381,10,260.04,0,0
20231106,9,234,37,329.68,1,0
20231106,10,357,37,328.06,0,0
20231106,11,351,41,231.17,0,0
20231106,12,344,23,187.14,0,0
20231106,13,474,34,422.08,0,0
20231106,14,483,19,305.62,0,0
20231106,15,410,42,769.46,0,0
20231106,16,232,16,222.62,0,1
20231106,17,93,12,167.41,0,0
20231106,18,166,50,232.48,0,0
20231106,19,226,16,267.96,0,0
20231106,20,396,54,415.16,0,0
20231107,1,195,14,319.36,0,0
20231107,2,58,29,98.57,0,0
20231107,3,322,45,479.75,0,1
20231107,4,189,29,129.23,0,0
20231107,5,172,19,263.24,0,0
20231107,6,106,20,116.41,0,0
20231107,7,141,38,238.5,0,0
20231107,8,131,58,130.67,0,0
20231107,9,331,56,625.26,0,0
20231107,10,273,32,472.92,0,0
20231107,11,258,15,488.66,0,0
20231107,12,109,16,195.9,0,0
20231107,13,212,23,421.13,0,0
20231107,14,407,27,809.14,0,0
20231107,15,62,19,49.83,0,0
20231107,16,237,43,443.13,1,0
20231107,17,275,54,421.38,0,0
20231107,18,481,26,805.48,0,0
20231107,19,122,11,121.3,0,0
20231107,20,472,27,274.6,0,0
20231108,1,351,41,380.26,0,0
20231108,2,450,18,400.0,0,0
20231108,3,186,44,207.86,0,1
20231108,4,406,35,215.44,0,0
20231108,5,63,36,99.84,0,1
20231108,6,337,14,456.83,1,0
20231108,7,183,14,136.46,0,0
20231108,8,118,17,172.09,0,0
20231108,9,338,49,538.72,1,0
20231108,10,123,52,193.17,0,0
20231108,11,183,16,295.93,0,1
20231108,12,160,57,206.39,0,0
20231108,13,57,10,63.54,0,0
20231108,14,277,56,378.53,0,0
20231108,15,293,20,235.42,0,0
20231108,16,406,29,783.33,0,0
20231108,17,314,34,425.49,0,0
20231108,18,448,48,314.7,0,0
20231108,19,353,45,628.99,0,0
20231108,20,404,20,347.62,0,0
20231109,1,262,22,254.64,1,0
20231109,2,304,32,363.18,0,0
20231109,3,435,50,387.17,0,0
20231109,4,247,11,305.56,0,1
20231109,5,485,48,853.2,0,0
20231109,6,61,59,67.22,0,0
20231109,7,394,57,621.76,0,0
20231109,8,233,11,273.61,0,0
20231109,9,459,16,714.08,0,0
20231109,10,443,22,710.36,0,0
20231109,11,105,27,187.97,0,0
20231109,12,218,19,227.69,0,0
20231109,13,390,56,367.39,0,0
20231109,14,91,34,92.91,0,0
20231109,15,254,42,264.6,0,0
20231109,16,473,21,693.8,0,0
20231109,17,336,29,312.59,0,1
20231109,18,95,17,149.57,0,0
20231109,19,472,51,939.44,0,0
20231109,20,412,29,222.86,0,0
20231110,1,430,21,695.5,0,0
20231110,2,432,26,396.51,0,0
20231110,3,384,27,392.94,0,0
20231110,4,149,25,100.9,0,0
20231110,5,305,58,318.7,0,0
20231110,6,268,10,518.76,0,0
20231110,7,179,49,203.12,0,0
20231110,8,457,36,789.56,0,0
20231110,9,378,45,439.81,0,0
20231110,10,90,56,61.49,0,1
20231110,11,274,50,271.21,1,0
20231110,12,251,59,299.48,0,0
20231110,13,149,59,296.89,0,0
20231110,14,144,20,235.19,0,0
20231110,15,347,19,374.19,0,0
20231110,16,244,55,340.3,0,0
20231110,17,233,12,463.61,0,0
20231110,18,229,43,135.84,0,0
20231110,19,283,55,519.86,0,0
20231110,20,99,23,157.78,0,0
20231111,1,173,21,323.78,0,0
20231111,2,207,27,390.51,0,0
20231111,3,427,36,253.05,0,0
20231111,4,169,50,124.54,0,0
20231111,5,179,48,281.91,0,0
20231111,6,188,23,122.47,0,0
20231111,7,410,29,698.92,0,0
20231111,8,157,31,191.8,0,0
20231111,9,121,17,133.13,0,0
20231111,10,372,16,668.06,0,0
20231111,11,72,52,139.55,0,0
20231111,12,479,22,495.09,0,0
20231111,13,340,12,203.49,0,0
20231111,14,302,35,197.73,0,0
20231111,15,399,39,622.83,0,0
20231111,16,430,46,685.59,0,0
20231111,17,166,28,152.79,0,0
20231111,18,134,16,90.06,0,0
20231111,19,79,46,80.29,0,0
20231111,20,497,19,283.86,0,0
20231112,1,61,49,89.53,0,0
20231112,2,476,12,733.47,0,0
20231112,3,480,16,475.29,0,0
20231112,4,489,45,298.43,0,0
20231112,5,483,45,880.86,0,0
20231112,6,464,18,696.55,0,0
20231112,7,459,21,463.87,0,0
20231112,8,340,36,172.51,0,0
20231112,9,165,49,239.25,0,0
20231112,10,293,16,339.57,0,0
20231112,11,405,16,430.65,0,0
20231112,12,478,33,886.46,0,0
20231112,13,477,28,289.71,0,0
20231112,14,208,44,156.91,0,0
20231112,15,123,12,114.08,0,0
20231112,16,80,41,86.89,0,0
20231112,17,294,34,433.06,0,0
20231112,18,444,16,301.11,0,0
20231112,19,396,15,282.93,1,0
20231112,20,319,25,624.41,0,0
20231113,1,62,47,120.69,1,0
20231113,2,341,17,209.48,0,0
20231113,3,284,55,251.03,0,0
20231113,4,85,28,60.33,0,0
20231113,5,387,12,610.71,0,0
20231113,6,320,57,627.9,0,0
20231113,7,488,45,952.79,0,0
20231113,8,455,24,820.39,0,0
20231113,9,65,48,122.52,0,0
20231113,10,470,59,911.57,0,0
20231113,11,289,19,577.39,0,0
20231113,12,83,51,109.05,1,0
20231113,13,396,32,532.71,0,0
20231113,14,279,28,255.18,0,0
20231113,15,290,20,542.79,0,0
20231113,16,276,36,501.46,0,0
20231113,17,333,34,547.68,0,0
20231113,18,87,13,170.18,0,0
20231113,19,181,27,276.68,0,1
20231113,20,62,35,68.35,0,0
20231114,1,76,46,149.69,1,0
20231114,2,134,38,114.12,0,0
20231114,3,350,19,424.96,0,0
20231114,4,292,56,530.07,0,0
20231114,5,323,24,179.79,0,0
20231114,6,151,25,113.59,1,0
20231114,7,447,50,873.37,0,0
20231114,8,344,57,453.87,0,1
20231114,9,381,40,597.13,0,0
20231114,10,262,33,427.27,0,0
20231114,11,129,38,161.46,0,0
